Unnamed: 0.1,author,text,likes,published_at,Unnamed: 0,clean_text,predicted_label,confidence_score
2524,@JohnOgutu-hj7zn,Huyu captain ndio nani,0,2025-05-05T21:57:30Z,2195.0,Huyu captain ndio nani,neutral or positive,0.3186047375202179
2525,@collopolite17,Obinna apo mwisho umechachishia Culture...apologize Manze,1,2025-05-05T21:57:26Z,2196.0,Obinna apo mwisho umechachishia Culture...apologize Manze,offensive language,0.2753070294857025
2526,@caroljohn4096,Hanna hana adabu kinyua baggy.,0,2025-05-05T21:57:07Z,2197.0,Hanna hana adabu kinyua baggy.,neutral or positive,0.3770888745784759
2527,@katemartinez0000,Obina apologies to this couples,0,2025-05-05T21:56:44Z,2198.0,Obina apologies to this couples,neutral or positive,0.3695137500762939
2528,@JamesNjeri-b4l,Wacha niendele kunyonga😢,1,2025-05-05T21:56:03Z,2199.0,Wacha niendele kunyonga crying_face ,neutral or positive,0.3349234163761139
2529,@IreneGachanja-h2c,"Wueh Hannah amechapa kwelikweli,tena ametokea wapi huku😳",13,2025-05-05T21:55:47Z,2200.0,"Wueh Hannah amechapa kwelikweli,tena ametokea wapi huku flushed_face ",offensive language,0.3756002485752105
2530,@mgytrecy464,But samir alisema kwa live obinna ni hannah alikua nyo samir is just protecting hannah apa,0,2025-05-05T21:55:45Z,2201.0,But samir alisema kwa live obinna ni hannah alikua nyo samir is just protecting hannah apa,neutral or positive,0.2316378802061081
2531,@Nyaboke2,Wangap wametoka tictok,1,2025-05-05T21:55:36Z,2202.0,Wangap wametoka tictok,irony,0.3381204605102539
2532,@Faithyvonne-zr5vl,Obinna believe hannah and sammir at your on risk mbilikimo mkora huyo,0,2025-05-05T21:55:35Z,2203.0,Obinna believe hannah and sammir at your on risk mbilikimo mkora huyo,neutral or positive,0.4034668207168579
2533,@itsmajiku,If not for Hannah this Sabrina would have never been there for interview...she should appreciate and move on why everytime she's always talking about Hannah,0,2025-05-05T21:55:30Z,2204.0,If not for Hannah this Sabrina would have never been there for interview...she should appreciate and move on why everytime she's always talking about Hannah,neutral or positive,0.4604865610599518
2534,@PatienceMwende-k5m,Sabrina akona akili kuliko Hanna 70 times,1,2025-05-05T21:55:12Z,2205.0,Sabrina akona akili kuliko Hanna 70 times,neutral or positive,0.3715365827083587
2535,@ruramira,Uyo mwenye akona sabrina ni kama zake zimeshika😂😂😂,29,2025-05-05T21:55:07Z,2206.0,Uyo mwenye akona sabrina ni kama zake zimeshika face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,irony,0.3232168853282928
2536,@faithivar5493,Nimepost tiktok 😂😂udaku lazima but Hannah ako na mdomo wakisii mko wapi tumwambie ukweli 😂,21,2025-05-05T21:55:06Z,2207.0,Nimepost tiktok  face_with_tears_of_joy  face_with_tears_of_joy udaku lazima but Hannah ako na mdomo wakisii mko wapi tumwambie ukweli  face_with_tears_of_joy ,offensive language,0.4678530991077423
2537,@vicvin8243,Team Hannah always with evidence sabina ako bitter 😂😂,20,2025-05-05T21:55:03Z,2208.0,Team Hannah always with evidence sabina ako bitter  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4273938536643982
2538,@jamlejohn8128,Obinna umedowngrade hii show walai ata nme unsubscribe nkt,0,2025-05-05T21:54:17Z,2209.0,Obinna umedowngrade hii show walai ata nme unsubscribe nkt,neutral or positive,0.4544388353824615
2539,@riyalmohamud2617,Hannah akona ujinga,0,2025-05-05T21:54:12Z,2210.0,Hannah akona ujinga,offensive language,0.4723114669322967
2540,@FlorenceNekesa-c9x,"And why Hannah is Soo bitter 😳😳😳anaji explain aonekane yy ni mzuri kuliko wengine bt wembe ni ule ule tu na Tena huyo sammir wake ndiye alisema ukweli kuwa Hannah ndiye alikuja na kaswende,anashinda ame explain amesahau huyo sammir wake alishai mwabisha NKT😏😏ako bitter bcoz of why?🤔🤔🙄sab is a mature lady sio kuongea Mingi na uongo ndio uonekane mtamu 😂😂😂😂",13,2025-05-05T21:53:48Z,2211.0,"And why Hannah is Soo bitter  flushed_face  flushed_face  flushed_face anaji explain aonekane yy ni mzuri kuliko wengine bt wembe ni ule ule tu na Tena huyo sammir wake ndiye alisema ukweli kuwa Hannah ndiye alikuja na kaswende,anashinda ame explain amesahau huyo sammir wake alishai mwabisha NKT smirking_face  smirking_face ako bitter bcoz of why? thinking_face  thinking_face  face_with_rolling_eyes sab is a mature lady sio kuongea Mingi na uongo ndio uonekane mtamu  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",offensive language,0.3709130883216858
2541,@eddequeen9801,Obinna instead utetee guest wako unatetea kamtu kamejileta for real you've to apologize to Sabrina and culture,0,2025-05-05T21:53:41Z,2212.0,Obinna instead utetee guest wako unatetea kamtu kamejileta for real you've to apologize to Sabrina and culture,offensive language,0.4525327682495117
2542,@JulietTaurus,After nmewatch ndio nmeelewa the statement ya itakuwa gumu juu weeuh haelewa 😂😂😂😂,3,2025-05-05T21:53:38Z,2213.0,After nmewatch ndio nmeelewa the statement ya itakuwa gumu juu weeuh haelewa  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.3599375784397125
2543,@maggieshan3408,You could have not agreed to Hannah  coming kwa interview si yake,0,2025-05-05T21:53:08Z,2214.0,You could have not agreed to Hannah  coming kwa interview si yake,neutral or positive,0.284006267786026
2544,@rhys_rui,Culture amesema sexionship😅😅😅😅😅😅😅,0,2025-05-05T21:53:02Z,2215.0,Culture amesema sexionship grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.5449333786964417
2545,@EmmahWanjiru-xx4wy,This is a movie  🎬 😂😂,0,2025-05-05T21:52:55Z,2216.0,This is a movie   clapper_board   face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.5762397050857544
2546,@McFeloo,bro kissed earlier😀😀😀,0,2025-05-05T21:52:51Z,2217.0,bro kissed earlier grinning_face  grinning_face  grinning_face ,neutral or positive,0.2877262532711029
2547,@mgytrecy464,Obinna😂😂😂 is the look for mi,2,2025-05-05T21:52:49Z,2218.0,Obinna face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  is the look for mi,offensive language,0.5885373950004578
2548,@McFeloo,murifee run,0,2025-05-05T21:52:12Z,2219.0,murifee run,offensive language,0.3066311478614807
2549,@mimibee5588,Date your class 😂😂😂,0,2025-05-05T21:51:39Z,2220.0,Date your class  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.2980197966098785
2550,@zeitunahmed4175,Sabrina pia si msichana mzuri,0,2025-05-05T21:51:28Z,2221.0,Sabrina pia si msichana mzuri,neutral or positive,0.4155702888965606
2551,@CynthiaQueen-nk7hv,Nini inauma huyu mbilikimo mkora,0,2025-05-05T21:51:10Z,2222.0,Nini inauma huyu mbilikimo mkora,neutral or positive,0.426374077796936
2552,@georgethegreat3488,Eti zieet😂😂😂😂😂😂🔥🔥,1,2025-05-05T21:50:03Z,2223.0,Eti zieet face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  fire  fire ,offensive language,0.3172271251678467
2553,@jenipherawinjah6692,Mmmmmh team kunyonya mboroooooo. Oyaaa,3,2025-05-05T21:49:27Z,2224.0,Mmmmmh team kunyonya mboroooooo. Oyaaa,offensive language,0.3108795583248138
2554,@RoseWairimu-z1p,What the hell!!!!!!!😂😂😂😂😂😂😂😂😂😂😂😂,0,2025-05-05T21:49:12Z,2225.0,What the hell!!!!!!! face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.5901299118995667
2555,@BrendaKendi-zm2vi,Mwenye alikuwa ananyesha ni mwenye alipeana akiwa ananyesha....,0,2025-05-05T21:49:05Z,2226.0,Mwenye alikuwa ananyesha ni mwenye alipeana akiwa ananyesha....,irony,0.385558009147644
2556,@Tiffah12,Hannah n kamalaya ndio maana kalikulwa kama Kako period,19,2025-05-05T21:48:52Z,2227.0,Hannah n kamalaya ndio maana kalikulwa kama Kako period,neutral or positive,0.3349652588367462
2557,@BundiKinyua,"I think obinna should go back to who he was inspirational, educative conversation why drama always,",1,2025-05-05T21:48:51Z,2228.0,"I think obinna should go back to who he was inspirational, educative conversation why drama always,",constructive criticism,0.4563556909561157
2558,@RizikiJackson-pf7rz,Hannah ni mpumbavu msichana mjinga,0,2025-05-05T21:48:29Z,2229.0,Hannah ni mpumbavu msichana mjinga,offensive language,0.4059670567512512
2559,@RoseWairimu-z1p,What the hell!!!!!!!😂😂😂😂😂😂😂😂😂😂😂😂,0,2025-05-05T21:48:16Z,2230.0,What the hell!!!!!!! face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.5901299118995667
2560,@jenipherawinjah6692,"Mmmmh hii si relationship, wameokotana kwa barabara oit of sympathy, hata mwanaume hajielewi they don't know they have dated for how long nkt obusiru",0,2025-05-05T21:47:54Z,2231.0,"Mmmmh hii si relationship, wameokotana kwa barabara oit of sympathy, hata mwanaume hajielewi they don't know they have dated for how long nkt obusiru",offensive language,0.5929765105247498
2561,@gracemwangangi6335,I like Sabrinas maturity🥰,193,2025-05-05T21:46:41Z,2232.0,I like Sabrinas maturity smiling_face_with_hearts ,constructive criticism,0.3511794507503509
2562,@khadijaishmael6311,Kushrab natmyi😢😢😢😢,0,2025-05-05T21:46:15Z,2233.0,Kushrab natmyi crying_face  crying_face  crying_face  crying_face ,offensive language,0.3348855972290039
2563,@Muenesonko,@sabatosautiyaground wapi response,0,2025-05-05T21:45:34Z,2234.0,@sabatosautiyaground wapi response,neutral or positive,0.4077825546264648
2564,@HildakemuntoOkondo-o5p,"Justice for sabrinas, apology needed from obinnah",23,2025-05-05T21:45:31Z,2235.0,"Justice for sabrinas, apology needed from obinnah",neutral or positive,0.2883246839046478
2565,@marycianazainab5463,I'm here to see shosho ya culture😢😂😂😂😂😂😂😂😂,35,2025-05-05T21:45:23Z,2236.0,I'm here to see shosho ya culture crying_face  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.5526500344276428
2566,@elizabethmbula6230,Nimecheka mpaka sijui 😂😂😂😂,15,2025-05-05T21:45:18Z,2237.0,Nimecheka mpaka sijui  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4092804789543152
2567,@judykiige,"😂😂😂weuh!! From tiktok ,udaku haitaki uzembe",66,2025-05-05T21:45:10Z,2238.0," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy weuh!! From tiktok ,udaku haitaki uzembe",neutral or positive,0.4261060357093811
2568,@minoohellen7770,OBINNA THIS IS WRONG!!!!!!!!😢😢😢😢😢,0,2025-05-05T21:44:26Z,2239.0,OBINNA THIS IS WRONG!!!!!!!! crying_face  crying_face  crying_face  crying_face  crying_face ,offensive language,0.8288750648498535
2569,@gladysgitau9782,Sabrina is mad na hanna juh alimnyaganya bwana😂😂,0,2025-05-05T21:44:19Z,2240.0,Sabrina is mad na hanna juh alimnyaganya bwana face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.5410089492797852
2570,@JecyIcon,MNABOOO,0,2025-05-05T21:44:18Z,2241.0,MNABOOO,offensive language,0.3105271458625793
2571,@Tiffah12,Hannah n mjinga Sana nkt,3,2025-05-05T21:43:59Z,2242.0,Hannah n mjinga Sana nkt,neutral or positive,0.3968041837215423
2572,@violetkerubo5773,Opinna,0,2025-05-05T21:43:59Z,2243.0,Opinna,constructive criticism,0.3240997195243835
2573,@Themuriithisfamily,Obi protect your guests kindly,34,2025-05-05T21:43:53Z,2244.0,Obi protect your guests kindly,neutral or positive,0.4151524305343628
2574,@SalmaRandu,Haya izi ni gani tena😂😂😂😂😂😂,1,2025-05-05T21:43:51Z,2245.0,Haya izi ni gani tena face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4020195603370666
2575,@lizmwendwa4852,"Obina this was so unprofessional, love your shows but leo ni ziii",0,2025-05-05T21:43:01Z,2246.0,"Obina this was so unprofessional, love your shows but leo ni ziii",offensive language,0.6256571412086487
2576,@TabithaNjanja,Hannah nini inafanya ukonde jamani,0,2025-05-05T21:43:00Z,2247.0,Hannah nini inafanya ukonde jamani,neutral or positive,0.3309266567230224
2577,@JecyIcon,THE RATE AT WHICH  HANNAH BENTA HANA AKILI,86,2025-05-05T21:42:28Z,2248.0,THE RATE AT WHICH  HANNAH BENTA HANA AKILI,neutral or positive,0.2667957544326782
2578,@LucyLucas-h5b,"Sabrina anaangalia aje Obina?unamtaka?akismile kama punda
Lakini huyo 'Culture 'yuko na domo gani hii,nkt
Na huyu mvuta sigara sijui nini akasema ziiet 😅",1,2025-05-05T21:42:28Z,2249.0,"Sabrina anaangalia aje Obina?unamtaka?akismile kama punda
Lakini huyo 'Culture 'yuko na domo gani hii,nkt
Na huyu mvuta sigara sijui nini akasema ziiet  grinning_face_with_sweat ",neutral or positive,0.5538976788520813
2579,@phannylizz5652,But why kalija anakaa anaongea vitu zake😂😂😂😂ni kama haelewi swali😅,0,2025-05-05T21:41:56Z,2250.0,But why kalija anakaa anaongea vitu zake face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ni kama haelewi swali grinning_face_with_sweat ,offensive language,0.498338371515274
2580,@nancyken254,Mimi ni mkisii  lakini poleni,0,2025-05-05T21:41:49Z,2251.0,Mimi ni mkisii  lakini poleni,neutral or positive,0.5083922147750854
2581,@eddequeen9801,Simu yangu inanuka tu mnyesho ya mbirikimo ahh 😂😂😂,9,2025-05-05T21:41:44Z,2252.0,Simu yangu inanuka tu mnyesho ya mbirikimo ahh  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4573584496974945
2582,@JeskaAmbasa,Weeh ata kama ni views unatafuta ungeleta hao watu kwa show as as team Sabrina ❤❤ forever we are so dissapointed nkt,0,2025-05-05T21:39:30Z,2253.0,Weeh ata kama ni views unatafuta ungeleta hao watu kwa show as as team Sabrina  red_heart  red_heart  forever we are so dissapointed nkt,neutral or positive,0.3695207834243774
2583,@Posha-g2q,Obinna shame on u man up,0,2025-05-05T21:39:13Z,2254.0,Obinna shame on u man up,offensive language,0.4799237549304962
2584,@shalonkimani309,Ni sti ama uti 🤭,0,2025-05-05T21:38:48Z,2255.0,Ni sti ama uti  face_with_hand_over_mouth ,neutral or positive,0.632268488407135
2585,@ShiiShii_Mwangi,It's wrong though ungeleta Hannah peke yake,0,2025-05-05T21:38:40Z,2256.0,It's wrong though ungeleta Hannah peke yake,neutral or positive,0.3218657672405243
2586,@juliawanyoike5083,Peleka ujinga huko  evidence evidence grow up nkt,0,2025-05-05T21:38:35Z,2257.0,Peleka ujinga huko  evidence evidence grow up nkt,offensive language,0.5521349310874939
2587,@AimanNature,Brother ya Culture ni Language Barrier.,6,2025-05-05T21:38:25Z,2258.0,Brother ya Culture ni Language Barrier.,neutral or positive,0.4563612639904022
2588,@BrianKifumbu,Nafeel kucomment Tena na tena,0,2025-05-05T21:38:15Z,2259.0,Nafeel kucomment Tena na tena,neutral or positive,0.6234022378921509
2589,@marrialmary3510,😂😂😂😂😂😂😂hannah you are who you are my love❤,6,2025-05-05T21:37:47Z,2260.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy hannah you are who you are my love red_heart ,offensive language,0.2964807152748108
2590,@CarolineNguta,Ni kama captain utishia hanna that aneza rudia Sabrina ndo maana ako bitter😂😂😂😂😂😂,0,2025-05-05T21:37:15Z,2261.0,Ni kama captain utishia hanna that aneza rudia Sabrina ndo maana ako bitter face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4748978316783905
2591,@BrianKifumbu,Mambo imechemka huku 😂😂😂,1,2025-05-05T21:37:09Z,2262.0,Mambo imechemka huku  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.3094227910041809
2592,@LililianNyaboke,Culture be like sietiii izo ni mawhat surely cityyyy 😂😂😂😂😂😂😂😂,16,2025-05-05T21:37:01Z,2263.0,Culture be like sietiii izo ni mawhat surely cityyyy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4129442870616913
2593,@brigitmuhati1532,Waaah m nguvu ya kupigania mapenzi sina 😢,0,2025-05-05T21:36:54Z,2264.0,Waaah m nguvu ya kupigania mapenzi sina  crying_face ,neutral or positive,0.4584194421768188
2594,@wausiann4489,Obina this is soo unprofessional 😒😔😔,1,2025-05-05T21:36:33Z,2265.0,Obina this is soo unprofessional  unamused_face  pensive_face  pensive_face ,offensive language,0.6343443393707275
2595,@BridgetKairuthi-b6l,Mmeskia?Mkiwa watatu ama wanne ?mkona nguvu huku nje jamani😮😮,0,2025-05-05T21:36:33Z,2266.0,Mmeskia?Mkiwa watatu ama wanne ?mkona nguvu huku nje jamani face_with_open_mouth  face_with_open_mouth ,neutral or positive,0.7309106588363647
2596,@AnnaShii-Steph,Before Hannah aingie the show was👌❤️‍🔥 but we disrespect imeanza wading'a akiigia,16,2025-05-05T21:36:29Z,2267.0,Before Hannah aingie the show was OK_hand  heart_on_fire  but we disrespect imeanza wading'a akiigia,offensive language,0.4245212972164154
2597,@MilkahAdhiambo-o7q,"uyu hannah anakuwa ldle aje ,,",0,2025-05-05T21:36:28Z,2268.0,"uyu hannah anakuwa ldle aje ,,",neutral or positive,0.3194247484207153
2598,@marrialmary3510,Mbilikimo mkora ni ka kora 😂😂😂😂😂😂,1,2025-05-05T21:36:28Z,2269.0,Mbilikimo mkora ni ka kora  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4197714328765869
2599,@PaulineChebet-nr9bi,Hannah is very stupid that was not her interview na hiyo show sio Yako Hannah,0,2025-05-05T21:36:10Z,2270.0,Hannah is very stupid that was not her interview na hiyo show sio Yako Hannah,offensive language,0.5112594962120056
2600,@MercyNanjala-l4z,Sabrina ❤❤ haka kashosho tunangoja chai yake wacha kajifanye 😏,0,2025-05-05T21:36:00Z,2271.0,Sabrina  red_heart  red_heart  haka kashosho tunangoja chai yake wacha kajifanye  smirking_face ,neutral or positive,0.3616602420806885
2601,@Kenasmartgraphics,Fyp my acc guys,0,2025-05-05T21:35:54Z,2272.0,Fyp my acc guys,offensive language,0.3668753206729889
2602,@MariettaPeter,"Si alete hiyo ya oasis 
Msm 😂🤦",12,2025-05-05T21:35:27Z,2273.0,"Si alete hiyo ya oasis 
Msm  face_with_tears_of_joy  person_facepalming ",neutral or positive,0.2948867678642273
2603,@elizabethkomu5626,Sasa hizi ni nini obinna anatuletea sualy,0,2025-05-05T21:35:21Z,2274.0,Sasa hizi ni nini obinna anatuletea sualy,offensive language,0.4330506920814514
2604,@nonnie9462,Karibu nitegwe nikitoka tiktok😂,10,2025-05-05T21:34:16Z,2275.0,Karibu nitegwe nikitoka tiktok face_with_tears_of_joy ,neutral or positive,0.4454554915428161
2605,@Aicat_vids,😂😂😂😂Kuna msee amesema Leo ni siku ya kaswende family,1,2025-05-05T21:34:05Z,2276.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy Kuna msee amesema Leo ni siku ya kaswende family,neutral or positive,0.3930078744888305
2606,@chebet625,"This dude is so immature. They don't match at all.  Sandra, you deserve better.  They are not going anywhere.   His forcing things.",1,2025-05-05T21:33:59Z,2277.0,"This dude is so immature. They don't match at all.  Sandra, you deserve better.  They are not going anywhere.   His forcing things.",offensive language,0.4737467467784881
2607,@empresslulu9775,If I was Sabrina I wouldn't have addressed huyo mbilikimo mkora ningetoka Kwa hiyo show obinna afanye interview na yeye,14,2025-05-05T21:33:49Z,2278.0,If I was Sabrina I wouldn't have addressed huyo mbilikimo mkora ningetoka Kwa hiyo show obinna afanye interview na yeye,neutral or positive,0.2638499438762665
2608,@allankisiangani7840,Reason capacity ya culture Iko very low 😮this girl amamdrive,0,2025-05-05T21:33:39Z,2279.0,Reason capacity ya culture Iko very low  face_with_open_mouth this girl amamdrive,offensive language,0.4266062974929809
2609,@VoultrineNafuna,What the hell is this 😢😢😢😢,0,2025-05-05T21:33:35Z,2280.0,What the hell is this  crying_face  crying_face  crying_face  crying_face ,offensive language,0.7609444856643677
2610,@jeldaondisa3767,Samir admitted sabrina didn't have kaswende..akasema maybe Hannah juu pia peris didn't have..,1,2025-05-05T21:33:34Z,2281.0,Samir admitted sabrina didn't have kaswende..akasema maybe Hannah juu pia peris didn't have..,neutral or positive,0.2779021263122558
2611,@jamlejohn8128,Siku hizi obinna ana script kila kitu ata anaboo,1,2025-05-05T21:33:29Z,2282.0,Siku hizi obinna ana script kila kitu ata anaboo,neutral or positive,0.7648897767066956
2612,@DianaKamoni,its clear hannah akona machungu i just love how sabrina is calm next time obina never allow someone to interact someone elses inteview !!!shes too much now,2,2025-05-05T21:33:22Z,2283.0,its clear hannah akona machungu i just love how sabrina is calm next time obina never allow someone to interact someone elses inteview !!!shes too much now,neutral or positive,0.4079120755195617
2613,@JostineAsekamanyasi,Oneni obina Kwa machoine😂😂😂😂,1,2025-05-05T21:33:11Z,2284.0,Oneni obina Kwa machoine face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.5770416259765625
2614,@natalietalia9939,😅😅😅😅Wacha nikae singo ata Sio single 😅😅😅😅😅,0,2025-05-05T21:33:02Z,2285.0, grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat Wacha nikae singo ata Sio single  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,hate speech,0.3227621018886566
2615,@wanjawakariuki9079,Mimi nachukia Hannah na roho yangu yote,2,2025-05-05T21:32:59Z,2286.0,Mimi nachukia Hannah na roho yangu yote,neutral or positive,0.315001517534256
2616,@loiceshiko,Sabrina has a point...angeleta receipt from kisii sio hiyo enye amepimia Nairob.....hiyo ameleta ni enye amepima after kumeza dawa 😂😂😂the guilt on her anataka kujiprove speaks alot 😂😂,55,2025-05-05T21:32:37Z,2287.0,Sabrina has a point...angeleta receipt from kisii sio hiyo enye amepimia Nairob.....hiyo ameleta ni enye amepima after kumeza dawa  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy the guilt on her anataka kujiprove speaks alot  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.3920294344425201
2617,@joycenjeri3535,Hana ni mjinga wallai,0,2025-05-05T21:31:37Z,2288.0,Hana ni mjinga wallai,neutral or positive,0.3006384372711181
2618,@DorrenDoreen,Hannah hana makosa,1,2025-05-05T21:31:19Z,2289.0,Hannah hana makosa,neutral or positive,0.4647054672241211
2619,@monicaatieno1730,Huyu Hannah angepangiwa interview yake na huyo pep wake 😢😢,26,2025-05-05T21:30:58Z,2290.0,Huyu Hannah angepangiwa interview yake na huyo pep wake  crying_face  crying_face ,offensive language,0.2777571976184845
