,author,text,likes,published_at
100,@EmmanuelLagat-vw7wb,"OBINA HII KITU UNGEMALIZA TIME THE COUPLE WENT OUT ,,,,,,, UKO NA UFALA PIA",0,2025-05-13T14:38:36Z
101,@jamesmuendo6187,MEN!!! Never trust any living female creature,0,2025-05-13T14:23:50Z
102,@ke_otic1080,Huyu Hannah Benta anafaa achunguzwe😂😂 hayuko normal😂,0,2025-05-13T13:28:42Z
103,@ke_otic1080,Kaswende gang😂😂😂😂,0,2025-05-13T13:22:19Z
104,@jamesmuendo6187,Hao wasichana wamenikasirisha hadi sijavuta sigara leo 😒😒,0,2025-05-13T13:00:24Z
105,@WinnieLilian-y3q,From my look dem anataka obina,0,2025-05-12T22:42:22Z
106,@justuspaul2264,@obinna it wasn't fair to allow Hanna Benta to crush interview ya wenyewe,0,2025-05-12T20:54:52Z
107,@moulemoule6983,Dunia simama nishuke 🙆🏽‍♀️🙆🏽‍♀️🙆🏽‍♀️,0,2025-05-12T20:16:54Z
108,@moulemoule6983,Mkisii hapa tu ni mjinga ako na bwana yake hapo still anafeel Captain.,0,2025-05-12T20:15:32Z
109,@MUNGU545,"Obina need to be taken to hospital with his fellow idiots this is filth and nonsense interview ever in this country 

You have ebarased us but there is your pay with this idiot sily girls 

Shame in you all",1,2025-05-12T19:23:23Z
110,@ThomasTrader-s6q,its not fare obinna for someone to come from nowhere and interfere your show sir,0,2025-05-12T18:09:19Z
111,@janewanjiku6752,Sabrina alisahau kubeba filters 😅😅😅,0,2025-05-12T14:02:01Z
112,@ingabirenadine,Hannah anasema ukweli 😂😂😂😂😂😂,0,2025-05-12T13:10:37Z
113,@liarez123,But l feel hanna how can you blame someone kitu hana haifai hata ingekuwa mimi ningempiga 😂,1,2025-05-12T12:40:56Z
114,@kimdizzy254,"Coming from the three men army to this.. i feel like hawa wako soo boring, na utoto",0,2025-05-12T11:07:25Z
115,@stellakerubo4834,Yaani hawa wasichana are they really normal??sharig a man sama room .....degrading themselves  ..i hate both of you,0,2025-05-12T10:25:47Z
116,@It_is_nafula,😂😂😂😂,0,2025-05-12T09:09:56Z
117,@stellakerubo4834,Hii accent ni mbaya sana......,0,2025-05-12T07:25:32Z
118,@wendyojigo8631,being desperate in mbaya young girls lets work hard girls,0,2025-05-12T07:03:03Z
119,@BrianMash-j3h,"Yoh!!,,,,Obina u should tell this couple as their elder bro that they still need to learn more in relationship and take their time coz for sure they seem to be younger in relationship.",0,2025-05-11T23:51:12Z
120,@salima_saly,The bar is invincible,1,2025-05-11T18:52:20Z
121,@teddymcmahon8292,Makalatas 😂😂😂😂,0,2025-05-11T18:05:39Z
122,@emilywangui,😂😂😂😂😂kaswede family. ...,0,2025-05-11T16:57:14Z
123,@AbigailFuraha-eh7bn,Hadi mm siwezi kubali kushikwa nkicheat 😂😂😂😂,0,2025-05-11T12:46:47Z
124,@rosekate3062,Huyu jamaa ni fala kivyake wueeeh,0,2025-05-11T09:39:30Z
125,@HEARTIST-KENYA,skinfinity tattoos,0,2025-05-11T08:19:53Z
126,@Kikibossy254,"The worst interview..so disgusting alafu obinna is arrogant ati tufinye stop
We sympathize and move on obinna usituletee😂kusprashiwa na maji cs am driving meaning sabrina isn't
😂must Hannah talk while touching obinna.🥴🙄",0,2025-05-11T07:27:30Z
127,@carolinemumbinya8739,May this kind of relationship never meet me,5,2025-05-11T04:29:39Z
128,@Olpha-v7u,Was planned,0,2025-05-10T22:05:26Z
129,@Olpha-v7u,Results za oasis hizo wapi?,0,2025-05-10T21:51:14Z
130,@geniusfaywan3907,1:17:00 mi ni stripper 🤣🤣🤣🤣🤣🤣,1,2025-05-10T20:24:12Z
131,@geniusfaywan3907,Not Obinna saying ziet😂😂😂,1,2025-05-10T20:12:16Z
132,@Jane-vh1ep,Saa mbona hajaonyeshana results za oasis😂😂nkt,0,2025-05-10T20:07:54Z
133,@Patricia-ndu1nge,All of this girl's+ the Captain wote in immature sana💯,3,2025-05-10T20:06:38Z
134,@wambumwash8510,Were the parents watching all these 😢😢😢,1,2025-05-10T18:32:56Z
135,@Joanneflavia,Hawa wanakaa shortwire😅!,0,2025-05-10T17:19:57Z
136,@precioussunya3809,Honor thyself❤,2,2025-05-10T15:01:41Z
137,@precioussunya3809,Let us value and honour ourself❤,10,2025-05-10T15:01:28Z
138,@sandrakagia6702,I won't defend Sabrina coz it's not good  kuaribia mtu jina ...also Betta ungegate crush interview ya wenyewe 😂,4,2025-05-10T13:17:03Z
139,@sandrakagia6702,Watu waoge tu jamani😂,1,2025-05-10T13:11:16Z
140,@djoctoh,The funny part is that wote wali insert 😅😅😅😅😅😅😅😅😅,0,2025-05-10T12:32:17Z
141,@_THEMAN7770,HII JANGO HAINA KICHWA FITI,0,2025-05-10T10:46:19Z
142,@VionahOsoro,Finally Kuna guests wamewalk out before show iishe😢😂😂 Obinna sasa atulie asiwalk out of interviews 😅😂,1,2025-05-10T10:33:15Z
143,@ngurumiss4868,Hanna hangeomba interview badala ya kuingilia ya wenyewe?baaad,0,2025-05-10T08:34:47Z
144,@sherylingeoffrey9266,"Hii ya kudate sijui kujuana hapo panakaa kauongo,,",0,2025-05-10T07:56:01Z
145,@yuridahkwamboka-ps9vz,"Hii n upuzi, utoto na upumbavu",0,2025-05-10T07:13:07Z
146,@stellakerubo4834,"This man doesn't understand English  ,the accent ...yawa...kiswahili, english ni kikisii tupu",0,2025-05-10T07:04:10Z
147,@sherylingeoffrey9266,Live starts @ 15.:30 min team udaku jump jump,0,2025-05-10T06:02:48Z
148,@sherylingeoffrey9266,"Jump to 4mins guys ,thank me later",0,2025-05-10T05:51:53Z
149,@paulinenjoroge6725,"This so called Hannah is so disrespectful, again Obina why would you allow Hannah to intervene with interview sio yake, she was to be called for her interview sio kuingilia interview ya wengine",1,2025-05-10T04:42:58Z
150,@LyneStacy,This girl is a pick me,0,2025-05-10T01:16:24Z
151,@cynthiaibese5688,2minutes away from you na you are bringing results weee kwani uwa unatembea nazo?obi na Hannah walikua wamepanga.,0,2025-05-10T01:16:00Z
152,@viraltokvideos6344,Me i dont see any issue with hanna,1,2025-05-10T00:59:22Z
153,@davidmeraba4501,Obina this is very wrong it’s in inappropriate for you to accept Hannah akuje huko you could have organized a different show for her ajitetee,0,2025-05-10T00:38:52Z
154,@Nuru-g7muganda,Upcoming youtubers let's gather here and grow together,0,2025-05-09T22:46:07Z
155,@elijahmoturi2472,Them. Ho's everywhere,0,2025-05-09T21:57:51Z
156,@EliaPoghisho,"Obina i have just started hating you,,,,",0,2025-05-09T21:51:18Z
157,@elijahmoturi2472,I like tye authenticity of this guy mimi ka mkiisii much supportt nigga😉,0,2025-05-09T21:03:59Z
158,@sybilkerubo4895,"The kind of men these ladies date shows all how they are.... no class, no brains at all😢",1,2025-05-09T20:00:47Z
159,@ninoduncan4805,I don't know if i can stand this if she was my girlfriend,0,2025-05-09T19:34:55Z
160,@CaroSham-t5p,nipitieni please nifikishe 50 subscribers,1,2025-05-09T19:13:30Z
161,@AnneWangui-vr6sw,"I think bentah akirudia that test agha Khan alikuwa anataka kuona kama amepona , y would you do test twice",0,2025-05-09T16:50:16Z
162,@moseskosen7454,Wueeh mambo ya Sabrina hayaleweki kabisaa very complicated 😮 I don't how this guy end up dating this gal😂 shiet!,0,2025-05-09T16:34:32Z
163,@essy_tasha1,By now if you're a fan you should have been used to him Obinna already 😂,0,2025-05-09T16:21:14Z
164,@selinaelamae9685,weuh hii nayo noma,0,2025-05-09T14:42:36Z
165,@kiokodaudi,"Huyu jamaa na MC Exodus, same WhatsApp. Hawaskii 😅",0,2025-05-09T14:33:08Z
166,@PhilemonKoech-z1n,Pamela ako na kasmile weuh yeye angebaki tu kwa background to give the live show appealing @am gone keep smiling Pamela as you energies the pipo too😅,0,2025-05-09T13:53:09Z
167,@TheLyricalKnight01,"57:20 😂😂😂😂😂😂 this guy is never serious, and can never be serious! He's just a joker",0,2025-05-09T12:43:59Z
168,@JelidahKwamboka-qe8ls,🎉 culture anaboo,2,2025-05-09T12:19:12Z
169,@ylva_j,So how will obinna  help you guys😂😂😂.. Hannah you know better pliz,0,2025-05-09T12:02:52Z
170,@mirriamnthenya6899,Ann Benta is real❤❤❤❤❤❤,2,2025-05-09T11:08:25Z
171,@sharonmuli8135,Is culture a comedian😂,0,2025-05-09T11:00:19Z
172,@Hotsmxmedia6808,"Culture how are you,kiti haikaliki buana😂 😂😂😂hapo ni kuenda na usirudi kabisa",0,2025-05-09T10:37:08Z
173,@CarolyneAndega,Hannah you so immature.,0,2025-05-09T10:31:53Z
174,@Florence...mwangi,I don't want to be this guy next to brina...I'd walkout and end that thing like seriously ati ulikua unanyonya chieth mbele ya current ghaiiii the patient in him naaaaaaaaahhhhhh,0,2025-05-09T10:31:10Z
175,@CarolyneAndega,Obinna that was so wrong for you to invite Hannah in their interview.  That’s not nice. You need to apologize.  This is a joke,0,2025-05-09T10:30:53Z
176,@hamim209,Huyo Captain anikujie nijaze space Sabrina aliacha😂,0,2025-05-09T10:04:02Z
177,@EmilyMumbua-s5m,Sesonsip is so rong and emosonal😂😂,0,2025-05-09T09:14:08Z
178,@RichardAtebe,I think you og you have to be considered to og 😜😜😜,0,2025-05-09T09:05:56Z
179,@nature.forlife,Obina apologise to culture  uko na ujinga sana wewe unatoroka interview za watu alafu unaita huyo dem mwingine  hapo ng'ania,0,2025-05-09T08:36:36Z
180,@maryblessed597,May the kind of love never locate me,0,2025-05-09T06:53:46Z
181,@maryblessed597,Did I here ziet,0,2025-05-09T06:50:11Z
182,@OburaRajab-y2n,@ObinnaTVExtra mlete Kalondu bana huyo mamaa nakuanga nimecrushia mbaya sana...Halafu hizo vitu culture anafanya enda uulize Smile mbona saa hii hana smile face,0,2025-05-09T06:18:08Z
183,@Iamresh1,Hannah alifanya show ikabamba😂it was boring,1,2025-05-09T06:09:15Z
184,@duke_maosa60,"i hate these conversation it lacks maturity from the host in the sense that he does not care and respect the couple as the guest, views nayo umepata bt embarrassment your guest wameokota. What do we learn from these non sense?",0,2025-05-09T05:02:02Z
185,@amoch30,"Obiina u becomingjust fake,what kind ofrubbish is this u hosting?really thats too low nkt",0,2025-05-09T04:14:34Z
186,@ruthndinda6689,Why Sabrina mention Hanna on their interview that was disrespectful,4,2025-05-09T03:08:44Z
187,@loveventureztv9146,"Hii n maajabu😂
Anyways it is what it is",0,2025-05-09T01:02:06Z
188,@dianajosephs9252,Magi ongee,0,2025-05-08T22:48:39Z
189,@merihannah167,Kuna age ikifika huogopi mtu yeyote,0,2025-05-08T22:36:20Z
190,@kendymbiuki7568,So Sab was not invited to Kisii but captain called her to test so much contradiction 😅lol,0,2025-05-08T22:23:56Z
191,@KamauJohn-bu1ui,"Y'all blaming Hanna 🤌she was being disrespected and y'all expect her to just shurruupp....the so called sabina is so immature, childish and disrespectful",10,2025-05-08T22:15:26Z
192,@merihannah167,So ilikuwa ukweli,0,2025-05-08T22:10:09Z
193,@Victorupdate-254,But not fare to announce somebody sickness in the media I think Hannah she is very clear and clever,1,2025-05-08T21:55:22Z
194,@GlaCom-t4j,I can say Sabrina is bitter,0,2025-05-08T21:40:56Z
195,@marachemutai3901,Comment section mnamchukia hannah walahi.....sabrina is childish hannah evidence ata,0,2025-05-08T21:27:08Z
196,@SylviaWangui-i2g,Na kaswende yenyewe inasemaje😂,0,2025-05-08T21:19:06Z
197,@mariemutheuh3290,Anna is okay be angry,0,2025-05-08T20:06:43Z
198,@annboso3932,"UTI haiwezi ambukizana unless was STI halafu mtu utakosa aje infection if you having sex while on periods 
Y'all so nasty 😢😢😢",0,2025-05-08T19:34:50Z
199,@collowagz,hannah watches too many movies mara evidence mara sijui nini🤣kidogo amekuwa FBI,0,2025-05-08T19:23:51Z
200,@vivianjepkurui8506,"Hii kitu inauma Hannah 😂,kaswende nayo amekasirika",0,2025-05-08T18:26:40Z
201,@oscarmusic254,"that guy  called Captain,nayo simjui lakini akili kidogo  iko chini.",0,2025-05-08T17:37:41Z
202,@kajairolancaster7028,Aliacha mzee tupa tupa wapi huyu mdemu naye ni malaya kinoma,0,2025-05-08T17:23:08Z
203,@charitymwanyika9206,"Obbinna:Unajua story ya Potiphar😼😅?
Culture: hapana sielewi🫠
Obinna: Okay, iko tu sawa😂😂😂😂
Uweeeh💀💀😂😂",1,2025-05-08T16:46:06Z
204,@norahokonda7121,Confusion of the highest order,0,2025-05-08T16:29:41Z
205,@pilgrimprogress4618,Obinna you should not have allowed this benta woman to come to set.. this is s total fail,0,2025-05-08T16:17:16Z
206,@Sandra39823,"I feel for the wife, and the man he don't care about his wife, that is why am single, imagine kupigania mtu hana future na nyinyi, don't abuse single mother, this is a disrespect, calling sidechick ati beb achana na hiyo please, wife am sorry",1,2025-05-08T16:02:15Z
207,@brightercharity121,Benta is being herself....Sabrina ni pretender....,0,2025-05-08T15:56:42Z
208,@MathewWerimo-ko7nd,Ati sabrina ni born?,0,2025-05-08T15:13:57Z
209,@iamhildy,Obinna usituletee this kind of stupidity tena. Sod tunataka content zina make sense si hizi drama za kijinga plz,0,2025-05-08T15:09:18Z
210,@Mary-f2l7y,Obinna juu sasa hauskii sasa si utafutie klaus  na nasieku basi😅😅😅😅😅,0,2025-05-08T15:07:10Z
211,@sichosidi8702,SHAME! SHAME!,0,2025-05-08T14:50:31Z
212,@CyrusOmbasa-o4h,"Obinna that's so immature mehn calling hannah to the show yet she was not supposed to be there ,i think next time u should do better",0,2025-05-08T14:12:30Z
213,@CyrusOmbasa-o4h,Msijifanye hamjasikia kalija alipeleka saprinah dinner ya ugali na omena na maziwa,1,2025-05-08T14:03:33Z
214,@jahquekalyst269,Hanna benta 😂😂😂 ati who was sucking what!?,0,2025-05-08T13:59:44Z
215,@maryammohamed3078,And the guy is married😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,2025-05-08T13:30:48Z
216,@Iamfayie,Ingekua sabrina ndio ako na kaswende .....Hanna angesha sema live...ni venye ni yeye ako nayo ndio mahana ananyamaza,0,2025-05-08T13:09:38Z
217,@peacendunge-u6p,Milayas association.,0,2025-05-08T13:04:16Z
218,@LTV_FAN,Obinna you have daughters.  How would you feel if it were them on show like this.  I don’t think this is right.,0,2025-05-08T12:48:40Z
219,@General-254-b7x,😂😂😂😂,0,2025-05-08T12:45:06Z
220,@LTV_FAN,Is this what it has come to.  For clout.  Fame and money we air everything to all and sundry.  This is quite tragic.  Their mothers are crying inwards.   Iam a mother and I know how they feel.  We shall face God one day what are we going to say when asked what we did with our lives.  Please respect yourselves and fear God Almighty.  And turn back to Him.  😢,0,2025-05-08T12:44:37Z
221,@evarusimbala,Lakini mdada akipretend kua mpole anaonekana ndo ana haki lakin huyo dada ni zaidi ya nyoka .,0,2025-05-08T12:30:38Z
222,@ZuhraaliMusa,😂😂 hakungoja sperms za captain zikauke,0,2025-05-08T12:29:00Z
223,@terence_on_the_track,Captain is the real man 😂😂😂😂😂😂,1,2025-05-08T12:26:23Z
224,@ZuhraaliMusa,Hannah benta ako to sawa,0,2025-05-08T12:19:13Z
225,@ZuhraaliMusa,Nahurumiya huyu kijana mdogo,0,2025-05-08T12:07:34Z
226,@sarahmutanu6828,Obinna pia ww ulifavour Hanna kwenda hukoooo,0,2025-05-08T12:07:17Z
227,@AbbyWangeshi,We want Masha and Bobo actress,0,2025-05-08T12:07:08Z
228,@sarahmutanu6828,Before hannah akam walikuw poa badae wakasema waende hosi kwanniiii.......haka kamtu ndo kalileta hzo ma infe,1,2025-05-08T12:00:48Z
229,@IreneMaina-d4k,The guy is a comedian,0,2025-05-08T11:57:30Z
230,@ndutagatune,"This is sooo immature & unprofessional of Obinna for allowing this to happen and continue to air,,,,but lately, Obinna will do anything to trend....slowly stooping low while promoting LGBTQRSTUVW.........",0,2025-05-08T11:56:46Z
231,@PiusNjuguna-h2h,Yenyewe hizi ni Malaya,0,2025-05-08T11:40:27Z
232,@GraceWambui-x2v,Dorea in short the bull's family,0,2025-05-08T11:19:36Z
233,@annajohn263,"Gosh ....who is being fought for ?????  Girls, girls....you can do better",0,2025-05-08T11:12:20Z
234,@sarahmutanu6828,"Sabrina just deserves better,,,,hzi n nn sasaaa",0,2025-05-08T11:09:29Z
235,@fridinahk8760,Sabrina is playing her cards well forgetting we are listening n studying her psychology. There is no way u can be given medicines to prevent getting infection 😂😂😂😂. Shes funny,5,2025-05-08T11:05:35Z
236,@DR.Vincentlangat,I realized Sabrina ako Na mauchungu ya kunyanganywa bwana,0,2025-05-08T10:53:34Z
