Unnamed: 0.1,author,text,likes,published_at,Unnamed: 0,clean_text,predicted_label,confidence_score
5056,@NgaruyaNaiposhe,Wueeeeeh,0,2025-07-28T16:26:06Z,,Wueeeeeh,irony,0.3453927934169769
5057,@oliverdemshariah5884,wozolo,0,2025-07-28T16:25:49Z,,wozolo,offensive language,0.3713268041610718
5058,@KathrynObare,Hi n fire c fire 🔥 😂😂,1,2025-07-28T16:25:21Z,,Hi n fire c fire  fire   face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.442095398902893
5059,@veekemm,Mtu wangu najua uko comment section 😢😢😢,2,2025-07-28T16:25:19Z,,Mtu wangu najua uko comment section  crying_face  crying_face  crying_face ,offensive language,0.3052693605422973
5060,@wanjawakariuki9079,Hii ni jaba 😮500m ya Tanzania,12,2025-07-28T16:25:08Z,,Hii ni jaba  face_with_open_mouth 500m ya Tanzania,irony,0.3410506546497345
5061,@theenelly2543,😅😅😅😅,0,2025-07-28T16:25:01Z,, grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.3897833228111267
5062,@FeithChepkirui-k2l,Game make the relationship to be strong 💪❣️,7,2025-07-28T16:24:40Z,,Game make the relationship to be strong  flexed_biceps  heart_exclamation ,offensive language,0.4025312066078186
5063,@faithgikunga7659,The more u ask the more u get confused 😂😂😂😂,58,2025-07-28T16:24:14Z,,The more u ask the more u get confused  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.5229926705360413
5064,@thecandidtalk254conqueror4,Brought up in Eastland but hi sheng imenipita,7,2025-07-28T16:24:09Z,,Brought up in Eastland but hi sheng imenipita,neutral or positive,0.3773952722549438
5065,@officialJuma-h8b,Mimi pia,0,2025-07-28T16:23:47Z,,Mimi pia,neutral or positive,0.3518111109733581
5066,@ashadihab7119,Nataka kma huyu bad boy wanakuaga na mapenzi,0,2025-07-28T16:23:41Z,,Nataka kma huyu bad boy wanakuaga na mapenzi,offensive language,0.2946729660034179
5067,@puritywairimo4237,Diana my friend am happy for you congrats,18,2025-07-28T16:23:24Z,,Diana my friend am happy for you congrats,neutral or positive,0.3282373249530792
5068,@mwendehassan9468,Wueh😂,0,2025-07-28T16:23:15Z,,Wueh face_with_tears_of_joy ,neutral or positive,0.3390703797340393
5069,@amosmwangi4936,"Me niliskia guardian Angel hapa amepigwa 10 -1 but ,but hii gang imenibamba kivyake acha wajinice",0,2025-07-28T16:21:45Z,,"Me niliskia guardian Angel hapa amepigwa 10 -1 but ,but hii gang imenibamba kivyake acha wajinice",neutral or positive,0.5901615619659424
5070,@Lilianmuriithi-nx3pv,Tuko huku hii wedo imetugusa na. muambia petelo nataka ghetto,0,2025-07-28T16:21:24Z,,Tuko huku hii wedo imetugusa na. muambia petelo nataka ghetto,offensive language,0.4582234919071197
5071,@EuniceMaina-fz7dh,Hachoki shigo aki😢😢😢,1,2025-07-28T16:21:14Z,,Hachoki shigo aki crying_face  crying_face  crying_face ,neutral or positive,0.3443085253238678
5072,@PeninahHiuko,The only marriage I know that will have happy endings no tears nimechange maombi  God Kama Tu ya Dee,65,2025-07-28T16:21:08Z,,The only marriage I know that will have happy endings no tears nimechange maombi  God Kama Tu ya Dee,neutral or positive,0.4689508378505707
5073,@Marissahmonique,The wedding was superb😊this is just the  best wedding of the year🎉,18,2025-07-28T16:20:35Z,,The wedding was superb smiling_face_with_smiling_eyes this is just the  best wedding of the year party_popper ,irony,0.4673827290534973
5074,@catherinenjoroge1829,❤❤❤❤❤❤,0,2025-07-28T16:19:40Z,, red_heart  red_heart  red_heart  red_heart  red_heart  red_heart ,offensive language,0.3304891586303711
5075,@WagodieNkoitoi,Ni 4.2M ya Tanzania au uganda,0,2025-07-28T16:18:50Z,,Ni 4.2M ya Tanzania au uganda,neutral or positive,0.4349383115768432
5076,@youngboyneverbroke7561,Bro amejielewa mbayaaa big upp,47,2025-07-28T16:18:15Z,,Bro amejielewa mbayaaa big upp,offensive language,0.3590439260005951
5077,@AlbanusKisini,500 Million😂😂,3,2025-07-28T16:17:43Z,,500 Million face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4192635715007782
5078,@Valour_aerobics,Tumengoja,2,2025-07-28T16:17:03Z,,Tumengoja,neutral or positive,0.2955140471458435
5079,@wanjiruwaithera1769,Za VJ patelo zimeshika kama laana ya Raila 😂,11,2025-07-28T16:16:35Z,,Za VJ patelo zimeshika kama laana ya Raila  face_with_tears_of_joy ,irony,0.4734480679035187
5080,@al-yasakato,love from UG +256 big up PATELO bro😊,6,2025-07-28T16:16:25Z,,love from UG +256 big up PATELO bro smiling_face_with_smiling_eyes ,neutral or positive,0.3357521891593933
5081,@lucynjeri3864,Nilijua tu obinna lazima atuletee power couple,18,2025-07-28T16:16:09Z,,Nilijua tu obinna lazima atuletee power couple,neutral or positive,0.4172362685203552
5082,@charleswaithaka8371,But the guy is vibe😂😂,27,2025-07-28T16:15:49Z,,But the guy is vibe face_with_tears_of_joy  face_with_tears_of_joy ,irony,0.3108647465705871
5083,@RosemaryNelima-e9n,"The wife is chill and beautiful,  and  rich❤❤❤",20,2025-07-28T16:15:29Z,,"The wife is chill and beautiful,  and  rich red_heart  red_heart  red_heart ",neutral or positive,0.3834640085697174
5084,@ghettocreatures6143,He inafaa kushare tuko lock in mbaya sana😂🎉,2,2025-07-28T16:15:08Z,,He inafaa kushare tuko lock in mbaya sana face_with_tears_of_joy  party_popper ,offensive language,0.3832777440547943
5085,@enyattayvonne9694,😂😂😂vibes,0,2025-07-28T16:14:46Z,, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy vibes,neutral or positive,0.4652084410190582
5086,@lisaeve1072,I just had to manmnn🎉🎉🎉🎉😂😂😂😂Confirmation😂😂❤❤,2,2025-07-28T16:14:42Z,,I just had to manmnn party_popper  party_popper  party_popper  party_popper  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy Confirmation face_with_tears_of_joy  face_with_tears_of_joy  red_heart  red_heart ,hate speech,0.3614716231822967
5087,@BensonOyombe-n8k5u,Hii show ni kali😅😅🔥🔥🔥🔥,0,2025-07-28T16:14:41Z,,Hii show ni kali grinning_face_with_sweat  grinning_face_with_sweat  fire  fire  fire  fire ,offensive language,0.3481830656528473
5088,@ritawangeci3505,Diana stand up 😂,0,2025-07-28T16:14:28Z,,Diana stand up  face_with_tears_of_joy ,irony,0.3110036849975586
5089,@Antonytrivetphotography,"Vile tu my husband amesema 😂😂

The more you dig into the question the more  you be confused",127,2025-07-28T16:14:21Z,,"Vile tu my husband amesema  face_with_tears_of_joy  face_with_tears_of_joy 

The more you dig into the question the more  you be confused",offensive language,0.4839099049568176
5090,@KarenMukami750,😂😂aaah,0,2025-07-28T16:13:59Z,, face_with_tears_of_joy  face_with_tears_of_joy aaah,neutral or positive,0.3851995170116424
5091,@CharlesMbehero,alonglilo siku zombo😁😁,0,2025-07-28T16:13:51Z,,alonglilo siku zombo beaming_face_with_smiling_eyes  beaming_face_with_smiling_eyes ,offensive language,0.3544943034648895
5092,@pedolaKaranja,😂😂😂,0,2025-07-28T16:13:27Z,, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4809808731079101
5093,@deniskariuki2584,waa sionaga izi show lakini leooo 😂😂,3,2025-07-28T16:13:10Z,,waa sionaga izi show lakini leooo  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4521988034248352
5094,@jully77,Hii nayo lazima ni watch hapa... zingine mi huwatch TikTok 😂😂,29,2025-07-28T16:13:03Z,,Hii nayo lazima ni watch hapa... zingine mi huwatch TikTok  face_with_tears_of_joy  face_with_tears_of_joy ,irony,0.3487326204776764
5095,@marymwangi2171,Movement ni jamuu 😂😂,0,2025-07-28T16:13:00Z,,Movement ni jamuu  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.5404940843582153
5096,@Kwash-f1v,The boy is smart 😂😂..,31,2025-07-28T16:12:55Z,,The boy is smart  face_with_tears_of_joy  face_with_tears_of_joy ..,neutral or positive,0.2635445296764374
5097,@BensonOyombe-n8k5u,Leo obiezaa amepatana na maubayaa,0,2025-07-28T16:12:52Z,,Leo obiezaa amepatana na maubayaa,neutral or positive,0.4807480275630951
5098,@gracekana5351,"Comment section imejaa watu wako na wivu mbaya , the lady is beautiful whether shes old ....and u can see the love in both .... congrats guyz",272,2025-07-28T16:12:36Z,,"Comment section imejaa watu wako na wivu mbaya , the lady is beautiful whether shes old ....and u can see the love in both .... congrats guyz",offensive language,0.6779303550720215
5099,@Mumo_K,Sijawahi tamani Wedding but hii yao imefanya nitamani East to The World,0,2025-07-28T16:12:27Z,,Sijawahi tamani Wedding but hii yao imefanya nitamani East to The World,neutral or positive,0.5177745819091797
5100,@iamcole311,Love like dis😂❤️,1,2025-07-28T16:12:15Z,,Love like dis face_with_tears_of_joy  red_heart ,neutral or positive,0.3217444121837616
5101,@apparently2972,29 weeeh as long as they are happy...,2,2025-07-28T16:12:05Z,,29 weeeh as long as they are happy...,neutral or positive,0.3569462895393371
5102,@neshamuks7469,Very hard interview.,1,2025-07-28T16:12:00Z,,Very hard interview.,neutral or positive,0.3854843974113464
5103,@CherylbrightBukuri,Ata kidogo nikuambie u host the couple ju....I just love them,0,2025-07-28T16:11:47Z,,Ata kidogo nikuambie u host the couple ju....I just love them,constructive criticism,0.2700870633125305
5104,@MargaretMuita-c6p,"Omba,piga bidii,piga tizi, focus=kuomoka",0,2025-07-28T16:11:29Z,,"Omba,piga bidii,piga tizi, focus=kuomoka",offensive language,0.4992595613002777
5105,@galaxyqwer7438,Aki huyu dem anagalia obenaa aki,0,2025-07-28T16:11:12Z,,Aki huyu dem anagalia obenaa aki,neutral or positive,0.4487643837928772
5106,@Imani_Nylah,Hapo kwa 500M ametupima akii😂😂😂,17,2025-07-28T16:10:16Z,,Hapo kwa 500M ametupima akii face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4092147052288055
5107,@elizabethmalvis5558,This man is wise..he talks like a thomed person,16,2025-07-28T16:10:15Z,,This man is wise..he talks like a thomed person,neutral or positive,0.442497968673706
5108,@johnnyjohnny2949,Toka Qatar tuko ndakas😊😊😊😊 tunataka love like this,40,2025-07-28T16:10:07Z,,Toka Qatar tuko ndakas smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes  tunataka love like this,offensive language,0.4020649492740631
5109,@Lifewithnjeri397,Leo nayo nimefika uku😂😂😂Tena ontime😊,0,2025-07-28T16:09:34Z,,Leo nayo nimefika uku face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy Tena ontime smiling_face_with_smiling_eyes ,neutral or positive,0.3551193177700043
5110,@johnnyjohnny2949,Toka Qatar tuko ndani,1,2025-07-28T16:09:21Z,,Toka Qatar tuko ndani,neutral or positive,0.2852919101715088
5111,@LucyNyambura-vz8xo,Sitaki kuwatch tiktok wacha ntulie😅😅😅,1,2025-07-28T16:08:57Z,,Sitaki kuwatch tiktok wacha ntulie grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.3932592570781708
5112,@lencrazzy9408,Tuko bana,0,2025-07-28T16:08:44Z,,Tuko bana,neutral or positive,0.3445780575275421
5113,@MummiesGirl-hk2lf,Walikuwa wamechoka sana 😂 hiyo harusi haikuwa mchezo 😂🎉 congratulations to them,25,2025-07-28T16:08:27Z,,Walikuwa wamechoka sana  face_with_tears_of_joy  hiyo harusi haikuwa mchezo  face_with_tears_of_joy  party_popper  congratulations to them,irony,0.3068540692329407
5114,@Amchebet123,God nilikuwa na niwe kama hawa but ulinibless na father Abraham 😅😅😅,2,2025-07-28T16:08:08Z,,God nilikuwa na niwe kama hawa but ulinibless na father Abraham  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.3351291716098785
5115,@natalietalia9939,Hii ndio Inabamba 🎉🎉🎉,1,2025-07-28T16:07:43Z,,Hii ndio Inabamba  party_popper  party_popper  party_popper ,offensive language,0.5017145872116089
5116,@ShiruWachira,Eiiish gown was expensive than Akoth ilikuwa ya 700k the guy is blessed ❤❤,13,2025-07-28T16:07:12Z,,Eiiish gown was expensive than Akoth ilikuwa ya 700k the guy is blessed  red_heart  red_heart ,offensive language,0.2302835583686828
5117,@Christine-l9u,Niko ndaniiii 🔥🔥 waiting,1,2025-07-28T16:06:33Z,,Niko ndaniiii  fire  fire  waiting,offensive language,0.2283816635608673
5118,@Isaboke740,Unafanya nini chura ya last year~ Domani mkadinali,1,2025-07-28T16:06:22Z,,Unafanya nini chura ya last year~ Domani mkadinali,irony,0.407112717628479
5119,@elevateevents7083,Wazup kwli ama whatsapp,1,2025-07-28T16:05:09Z,,Wazup kwli ama whatsapp,neutral or positive,0.4286244213581085
5120,@ObinnaTVExtra,"Let’s hit 1 MILLION SUBSCRIBERS!
Thank you so much for the love and support. If you’re enjoying the content, don’t forget to subscribe, like, and share. Let’s grow together  we’re just getting started!",468,2025-07-28T16:05:06Z,,"Let’s hit 1 MILLION SUBSCRIBERS!
Thank you so much for the love and support. If you’re enjoying the content, don’t forget to subscribe, like, and share. Let’s grow together  we’re just getting started!",neutral or positive,0.5345813632011414
5121,@Sisiliawakio,Mume sikia kuomoka si rahisi 😂😂😂,3,2025-07-28T16:05:04Z,,Mume sikia kuomoka si rahisi  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4006631970405578
5122,@mercyirungu3857,I think this lady anafanya plastic surgery,2,2025-07-28T16:04:55Z,,I think this lady anafanya plastic surgery,neutral or positive,0.2961978614330292
5123,@Hellenshi,Huwa siwatch hizi show but nikasema hii haiwezi nipita,340,2025-07-28T16:03:41Z,,Huwa siwatch hizi show but nikasema hii haiwezi nipita,neutral or positive,0.5852332711219788
5124,@BrightonMacharia,Sura mbaya suruali safi😂😂😂,1,2025-07-28T16:03:39Z,,Sura mbaya suruali safi face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4044085144996643
5125,@belindajoseph2314,Pia me nadai love like this❤❤❤,3,2025-07-28T16:03:32Z,,Pia me nadai love like this red_heart  red_heart  red_heart ,neutral or positive,0.4551272094249725
5126,@itskengeree,kumbe guardian angel ako na competitors hapa nje😂😂,10,2025-07-28T16:03:24Z,,kumbe guardian angel ako na competitors hapa nje face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.7115228176116943
5127,@IreneCheses,Obinna aelewi😂😂,1,2025-07-28T16:03:18Z,,Obinna aelewi face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4673805236816406
5128,@ChrisMuema-t3h9r,Wakudumu Siku Zobo👊👊,0,2025-07-28T16:01:41Z,,Wakudumu Siku Zobo oncoming_fist  oncoming_fist ,offensive language,0.3393684029579162
5129,@Frank__Musyoki,Wepesi wako mafutani,0,2025-07-28T16:01:12Z,,Wepesi wako mafutani,offensive language,0.5059553980827332
5130,@michellekaigai6647,😂Yee ni short anapiga🤭🫠,0,2025-07-28T16:01:11Z,, face_with_tears_of_joy Yee ni short anapiga face_with_hand_over_mouth  melting_face ,irony,0.3100341856479645
5131,@millienaomi9298,"Don't hate on me but this lady is old, the neck speaks language very few would understand 😂😂,  nsinipige",10,2025-07-28T16:00:45Z,,"Don't hate on me but this lady is old, the neck speaks language very few would understand  face_with_tears_of_joy  face_with_tears_of_joy ,  nsinipige",offensive language,0.49856036901474
5132,@gladysgitau9782,The wife so chill and beautiful❤❤❤❤,64,2025-07-28T15:59:54Z,,The wife so chill and beautiful red_heart  red_heart  red_heart  red_heart ,offensive language,0.358095645904541
5133,@benardmbithi5848,ni mpaka shomwi-Mpaka mwisho,0,2025-07-28T15:59:33Z,,ni mpaka shomwi-Mpaka mwisho,neutral or positive,0.4980539977550506
5134,@bonfacenderi,Upuuzi 😢😢😢,1,2025-07-28T15:59:22Z,,Upuuzi  crying_face  crying_face  crying_face ,offensive language,0.3585236966609955
5135,@gracekana5351,Vile nimekimbia huku,0,2025-07-28T15:59:06Z,,Vile nimekimbia huku,neutral or positive,0.3548175990581512
5136,@ruthbina9679,Jujamaica,0,2025-07-28T15:58:35Z,,Jujamaica,neutral or positive,0.3043745458126068
5137,@Mcmidofuns,Barshosho All the way 💪💪💪💪,11,2025-07-28T15:58:06Z,,Barshosho All the way  flexed_biceps  flexed_biceps  flexed_biceps  flexed_biceps ,offensive language,0.4688882827758789
5138,@njoro3799,ndo kutoka x kuona uhondo,4,2025-07-28T15:57:18Z,,ndo kutoka x kuona uhondo,irony,0.4668039083480835
5139,@AlexWambua-c6y,Umeskia ni mentor😅😅😅,0,2025-07-28T15:57:18Z,,Umeskia ni mentor grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.3453654944896698
5140,@jeriothwamucii887,Wakudumu atadumu🎉🎉🎉,9,2025-07-28T15:57:06Z,,Wakudumu atadumu party_popper  party_popper  party_popper ,neutral or positive,0.4798303544521332
5141,@robinkrop7804,Wedding of year,2,2025-07-28T15:55:56Z,,Wedding of year,neutral or positive,0.3072933852672577
5142,@DennisMangi,The more you dig to question the more you dig to the confusion,38,2025-07-28T15:55:53Z,,The more you dig to question the more you dig to the confusion,neutral or positive,0.5148427486419678
5143,@judith_dani,❤♨️♨️♨️♨️,1,2025-07-28T15:55:32Z,, red_heart  hot_springs  hot_springs  hot_springs  hot_springs ,hate speech,0.4289825558662414
5144,@shikowangai,❤❤❤❤❤❤❤,0,2025-07-28T15:54:20Z,, red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart ,offensive language,0.3391748070716858
5145,@Nyeresa,East siku zomborrrrr❤❤❤❤,2,2025-07-28T15:54:13Z,,East siku zomborrrrr red_heart  red_heart  red_heart  red_heart ,offensive language,0.4657473564147949
5146,@lizacalenz9930,Leo wamekula ile ya pipu😂😂,2,2025-07-28T15:54:03Z,,Leo wamekula ile ya pipu face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.3573094308376312
5147,@njeryclancy,Waite kartelo hapa akiii😂😂😂😂😂 hawa wata rhyme  videadly,3,2025-07-28T15:53:53Z,,Waite kartelo hapa akiii face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  hawa wata rhyme  videadly,offensive language,0.5347908735275269
5148,@WanjiruJoan-h3q,Babygirl ako shy,10,2025-07-28T15:53:49Z,,Babygirl ako shy,neutral or positive,0.3389687240123749
5149,@BravinDanson,Mbogi ya masimp,0,2025-07-28T15:52:11Z,,Mbogi ya masimp,neutral or positive,0.2787843346595764
5150,@josephweru6003,Love like this,0,2025-07-28T15:51:52Z,,Love like this,constructive criticism,0.501248836517334
5151,@JosephineKimani,Wakudumu watadumu ❤💯👌,3,2025-07-28T15:51:46Z,,Wakudumu watadumu  red_heart  hundred_points  OK_hand ,neutral or positive,0.4626260101795196
5152,@MonzeKilonzi,"God bless you mtoto wangu Obinna , Naomba tu Uniite kwa show yako Niko na story . Your oldest fan Monze kilonzi over 60years old.",58,2025-07-28T15:51:19Z,,"God bless you mtoto wangu Obinna , Naomba tu Uniite kwa show yako Niko na story . Your oldest fan Monze kilonzi over 60years old.",constructive criticism,0.249153658747673
5153,@susanmahihu8096,The show was amazing weeee hao ni full vibe thanks Obinna show for hosting thrm,12,2025-07-28T15:50:58Z,,The show was amazing weeee hao ni full vibe thanks Obinna show for hosting thrm,constructive criticism,0.3364762365818023
5154,@BiancaGitau,Really waiting,1,2025-07-28T15:50:52Z,,Really waiting,neutral or positive,0.3222050666809082
5155,@mercywawira6206,Kwani hawakueda honeymoon 😂😂,0,2025-07-28T15:50:45Z,,Kwani hawakueda honeymoon  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4335764050483703
5156,@carolinekalondu8336,😂😂😂😂😂😂shangwe hallelujah😂😂😂 Hii nayo nimependa❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,9,2025-07-28T15:50:22Z,, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy shangwe hallelujah face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  Hii nayo nimependa red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart ,offensive language,0.3640794456005096
5157,@mamakeBecky,Siku zote👊👊,1,2025-07-28T15:50:16Z,,Siku zote oncoming_fist  oncoming_fist ,offensive language,0.399699330329895
5158,@BravinDanson,I SUGGEST OBINNA SHOULD INTRODUCE KATELO TO THE SHOW KUNA VIJANA MAURU WANATAKA TUU MAURU MWENZAO...HUYU MZEE HAJAINGIA KWA AKILI YA HAWA LOVERBIRDS WOTE AMETUANGUSHA,8,2025-07-28T15:49:33Z,,I SUGGEST OBINNA SHOULD INTRODUCE KATELO TO THE SHOW KUNA VIJANA MAURU WANATAKA TUU MAURU MWENZAO...HUYU MZEE HAJAINGIA KWA AKILI YA HAWA LOVERBIRDS WOTE AMETUANGUSHA,offensive language,0.4409216046333313
5159,@denobakof2320,Wow 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,4,2025-07-28T15:49:19Z,,Wow  party_popper  party_popper  party_popper  party_popper  party_popper  party_popper  party_popper  party_popper  party_popper  party_popper ,offensive language,0.2773551642894745
5160,@PhelistaOndora,Patelo mpeeni tu time mtapenda he's very handsome,20,2025-07-28T15:49:16Z,,Patelo mpeeni tu time mtapenda he's very handsome,neutral or positive,0.2967010736465454
