,author,text,likes,published_at
55,@WAMBUI-l2b,Mgaro nayo,1,2025-08-04T07:33:35Z
56,@WAMBUI-l2b,Kali sana,2,2025-08-04T07:32:31Z
57,@JaneOuma-p5j,Mtoto na shosh wake🤭🫢🫢,1,2025-08-04T06:49:10Z
58,@ClareInjete,Kwani walikua Sunday school 🤣juuu nyimbo zote wameimba hiimbwa kwa Sunday school 😅,6,2025-08-03T22:15:55Z
59,@JosephMagaiwa-b1d,Alimpa probox,1,2025-08-03T19:41:19Z
60,@FransiscahMuindi,Where did they sign marriage certificate,1,2025-08-03T14:34:03Z
61,@FransiscahMuindi,I think this is acting for new song just my thoughts,1,2025-08-03T14:32:48Z
62,@FransiscahMuindi,May be is shooting or is real,1,2025-08-03T14:29:03Z
63,@jeffreyferguson8409,"Inspiring 

Check out my wedding

https://m.youtube.com/watch?v=GCKDU0x6ho0&t=2089s&pp=ygUcc2FtYW50aGEgYW5kIGplZmZyZXkgd2VkZGluZw%3D%3D",0,2025-08-03T08:22:00Z
64,@LaineyLanez,Sina maoni,1,2025-08-02T19:19:02Z
65,@ElizabethOtieno-ub6hq,Will yoy belive ako na watoto,2,2025-08-02T18:39:42Z
66,@Salma-ne8en,😂😂😂😂waaa wedding ya wahuni😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂hii Nayo ilibamba😂😂😂😂😂😂,3,2025-08-02T15:33:22Z
67,@mrnelsonmusic373,Cult is real#,1,2025-08-02T08:07:29Z
68,@zahraabdul9652,Piga mtu piga mtu😂😂😂😂🤣🤣🤣🤣🤣🤣 this is the best gen z wedding ever 😂😂😂😂😂😂😂 .,9,2025-08-02T05:53:13Z
69,@dorcasauma2406,😂😂😂😂😂😂😂😂,1,2025-08-02T03:02:54Z
70,@kevinwangila1492,Uradi uradi😂😂,2,2025-08-02T02:27:08Z
71,@VictorAskali,Wacheni kujudge watu inafaa huyu patelo aombewe mungu amsaidie,1,2025-08-01T18:35:02Z
72,@agathamutheu5155,This is crazy 🤣🤣🤣🤣😂 6:43,4,2025-08-01T18:04:41Z
73,@agathamutheu5155,😅😅😅😅 this is crazy 🤣🤣🤣,3,2025-08-01T18:04:14Z
74,@QueenKingzie,Gen-z hapo ni nani exactly just asking 😅,2,2025-08-01T13:10:09Z
75,@vanguardarcana,do you have to present your news in an optimistic pov...?,2,2025-08-01T12:01:11Z
76,@themarvinsohana9488,Are those the parents or wa hire😂,3,2025-08-01T11:20:42Z
77,@themarvinsohana9488,Pesa ni kama hiko..ama hiko pesa,1,2025-08-01T11:20:09Z
78,@christinemambo6840,Ni harusi ya ukweli au movie 🤔🤔inakaa acting 😅😅,1,2025-08-01T11:11:44Z
79,@NyamwaroOmoi,Oooh lord,1,2025-08-01T10:53:21Z
80,@ElijahAwinja,Iko sawa watu wajibambe,3,2025-08-01T10:39:48Z
81,@emilywilly2306,Huezi npea story hvi nkose ku subscribe ❤❤❤❤❤,1,2025-08-01T08:16:31Z
82,@bettymawia254,Inanikalia movie though 😂,13,2025-08-01T06:21:19Z
83,@FlickLax,We do Ni ya mraas nawanaifunga kimangoto 👊🏿👊🏿,1,2025-08-01T06:16:38Z
84,@GilbertOduor-i2g,Haloooooo😂,0,2025-08-01T03:09:19Z
85,@BillyKitundu,Ukona kiherehere,0,2025-08-01T03:00:19Z
86,@selinakwamini825,"Wueh, hope nobody kills another in days to come",0,2025-07-31T22:01:07Z
87,@MissJackie254,😂😂😂😂,1,2025-07-31T20:57:32Z
88,@kellahkellah9456,Bro unapiga kelele sana.,1,2025-07-31T20:50:40Z
89,@kellahkellah9456,"I hate it when you use the word ""a normal wedding"" was there's abnormal?",0,2025-07-31T20:46:36Z
90,@beatriceakoth5721,Ugeto,0,2025-07-31T18:28:12Z
91,@EmilyOtieno-qc8wl,"I honestly wish them well and may they live together till old age,, this was pure wedding without pretends,, they say be real and it was, the support from friends was genuine,,, please God bless their marriage let no man separate them❤",11,2025-07-31T16:59:31Z
92,@JfhfjgBxhchf,I like it 😂😂😂😂🔥🔥🔥,0,2025-07-31T16:39:32Z
93,@djimpulsekenya97,😂 vle mnadhanianga harusi inafaa kukua hukua brainwashing yangu ntafanyia kwa matope,5,2025-07-31T16:26:17Z
94,@fridahndungenzaumi6591,Wueh sisemi kitu😂😂,3,2025-07-31T15:56:35Z
95,@Onyango1,Hii ni nini wakuu waah 😂😂😂,3,2025-07-31T14:42:23Z
96,@Maria-l4h3q,Hakuna voice comments 🤣🤣🤣🤣🤣🤣🤣🤣🤣,1,2025-07-31T14:40:42Z
97,@GideonMate,Nikudinyee nikudinyeee😂,0,2025-07-31T13:08:38Z
98,@DuncanMutugi-z4y,"We jamaa acha ufala ,Yani hata huezi appreciate huyo jamaa nikuaribu tu",0,2025-07-31T10:34:51Z
99,@rhodademesi6591,"What's wrong with her neck,not upright?",0,2025-07-31T10:06:33Z
100,@WAMBO-p1v,The fact that  all those boyz are happy for their mate is enough...That's genuine support...,36,2025-07-31T08:07:53Z
101,@shiegee7797,Wow...upcoming youtubers tupitiane,0,2025-07-31T07:15:25Z
102,@nicknikoomwendia9772,iyo n content broo😅😅😅,1,2025-07-31T02:08:02Z
103,@kennedymwirigi928,"Upuzi iko hii nchi,Inakaa tu drama",1,2025-07-30T23:44:40Z
104,@bobsupndominiqe4311,uko sure uyo msee si wewe,0,2025-07-30T21:52:24Z
105,@joanmumo1352,Ety bibi harusi haongei mpaka bwanake ampee ruhusa,0,2025-07-30T21:28:36Z
106,@evelyneonyango5879,Wedding is a white man's philosophy. And everyone one is blessed in their own way. They don't have to be all rich.  God can lift you through your wife and watch pastor T mwangi testimony,0,2025-07-30T21:27:21Z
107,@lillianatieno5362,Kumi na nne supuu 😂 Topshotta 😁,0,2025-07-30T21:20:07Z
108,@MaryD-xf2tl,Kwani akuna pastor,1,2025-07-30T20:19:18Z
109,@MaryD-xf2tl,Jehovah 😂😂😂😂,2,2025-07-30T20:16:49Z
110,@AnitaMumbi-d3u,"Adi nimemiss kuoleka ivi,yangu tutalewa na tuchome walai",0,2025-07-30T19:43:12Z
111,@Wuodogomah,I wandaaaa 😂😂😂wa kudumu atadumu,0,2025-07-30T19:32:20Z
112,@LaughMinistry93,Is this real or just acting 😅😅,0,2025-07-30T18:48:35Z
113,@PerismbarongoNyabicha,Hii ganaration hakuna kitu,2,2025-07-30T18:38:41Z
114,@IanDuncanO,"Hawa wasee ni wacute wote, ughetto ndio most kwa morio but all the best to them",5,2025-07-30T17:53:26Z
115,@RlenyTrendy,Mimi until now i cant believe it was a real wedding i feel like its a total act weeuh hii Kenya aki😂😂😂,8,2025-07-30T17:29:26Z
116,@marrialmary3510,😂😂😂😂😂😂😂😂,1,2025-07-30T17:04:48Z
117,@Emirchampion,Wakudumu siku zombo,0,2025-07-30T16:49:55Z
118,@Shakilanafula-z3w8d,The singers though 🤣🤣🤣😂,0,2025-07-30T15:41:29Z
119,@Shakilanafula-z3w8d,Mtu aogopi kuolewa na jambazi😅,0,2025-07-30T15:31:33Z
120,@Kaninis3,Alf hiyo chain niya nn na pete mingi,0,2025-07-30T15:03:28Z
121,@Maggy-w9m,"Ama the parents n magenz pia,😢they must be ashamed and dissapointed",0,2025-07-30T14:53:45Z
122,@LilianMokua-m9p,Ma  morio tuu ndio walienda harusi,1,2025-07-30T14:29:05Z
123,@Slyfavour,Hope Hawa sio waivi aki juu weee,0,2025-07-30T13:25:44Z
124,@Slyfavour,Mko wapi wale husema mungu nipee ka hii wedding.. 😢😢😢😢😢.mutaki kama hii this time??,3,2025-07-30T13:22:44Z
125,@GraceJeptanui-hi1vy,Hiii ni Moto nice harusi,0,2025-07-30T12:20:10Z
126,@KibeJohn23,"It's the guy saying ""dosii dosii"" for me. Anaongea sheng  vifity jooh😂😂",0,2025-07-30T11:51:06Z
127,@璐刘-e9t,Ona hiyo tattoo ya dem,1,2025-07-30T11:03:22Z
128,@璐刘-e9t,😅it might be acting,0,2025-07-30T11:02:20Z
129,@omwami-j,Subscribe ❤🙏,13,2025-07-30T10:21:01Z
130,@emmanuelotieno-bm8rl,Msijifanye hamjaona mzagatas hapo,0,2025-07-30T09:48:18Z
131,@AdrienneMwangi,"Walai I feel for the bride ,juuu after honeymoon 😂😢",1,2025-07-30T08:12:28Z
132,@SelahMwendeKimathi,Adi harusi tulifanya tukiwa watoi it was much more planned kuliko hiiii😂😂😂😂😂,23,2025-07-30T07:23:18Z
133,@frankkalonzo9229,"The best one ever, this how it should be. Just be unique and move on like nothing happened.",0,2025-07-30T06:14:00Z
134,@Mama-d8g6g,Harusi tunayo,1,2025-07-30T06:07:37Z
135,@BenMwanza-d8v,Mungu wetu n wa ajabu,0,2025-07-30T06:06:10Z
136,@BenMwanza-d8v,Maybe his father is very rich,0,2025-07-30T06:05:34Z
137,@joyceadhiambo4063,Them talons,1,2025-07-30T05:52:40Z
138,@judiemem-dd9sd,Hii harusi nimeenjoy sana...😂🎉🎉❤,10,2025-07-30T05:25:07Z
139,@ChristineNapokholo,🤣🤣🤣🤣🤣🤣,1,2025-07-30T05:11:14Z
140,@obaraabraham9934,This generation is absolutely fucked!,2,2025-07-30T03:16:21Z
141,@fisherman2045,Mama kijana ni mdogo kuliko bibi harusi😂😊,13,2025-07-30T00:53:01Z
142,@fisherman2045,Na wazazi wako comfortable na mtoto wenu ameingizwa cult🤔hapa kuna ????marks,1,2025-07-30T00:51:52Z
143,@OmondiTyson,Funny wedding😂😂,2,2025-07-29T23:42:11Z
144,@CelineMwende-s8b,Hizo chain achoki nazo,2,2025-07-29T22:51:36Z
145,@josephmwando7070,Stupidy ujinga ushenzi,0,2025-07-29T22:50:26Z
146,@lovetoto-i7n,😂😂😂😂😂😂 hakuna dowa tena,1,2025-07-29T22:36:48Z
147,@JessicaJessy-d8s,Pastor ako wapi hii n harusi poa Sana Sana kushinda zote walai 😅😅😅😅,1,2025-07-29T22:32:43Z
148,@paulinewangila-cs6ys,"Rot generation hawajuwi wanatoka wapi na wanaenda wapi kazi ni ulevi,mugukaa, sherehe,ujeuri na ukosefu wa nidhamu tattoos tuuu kwa mwili",2,2025-07-29T22:29:16Z
149,@essinyambu3121,😂😂😂😂 hizi ni gani aki,8,2025-07-29T21:40:27Z
150,@gww-px8vc,"Life is spiritual,  i feel sorry for both something is off",25,2025-07-29T20:51:08Z
151,@sophienamu1156,Huyu si dame ni mumama😂😂😂,10,2025-07-29T20:05:45Z
152,@josephndungu3053,Crazy gen zii😂😂😂😂😂,4,2025-07-29T19:54:46Z
153,@stanleymwakilishi1634,Awa walikua tala kdo kuzika mvutaji mwenzio ndo wakakuja kwa harusi,6,2025-07-29T19:52:21Z
154,@alicell2804,"😂😂😂😂😂hizo zombi na zombie ndo mawhat
Alafu Jana Kwa Obinna TV wuee mamorio walijitambua😂😂😂😂",7,2025-07-29T19:23:24Z
155,@maryteresia8240,Real wedding or acting?,1,2025-07-29T19:15:10Z
156,@passlinemedia6657,Hakuna ata DJ ?,3,2025-07-29T18:46:26Z
157,@grantonjoseph1447,"𝑀𝑘𝑜 𝑠𝑢𝑟𝑒 ℎ𝑢𝑦𝑢 𝑠𝑖 𝑚𝑡𝑜𝑡𝑜 𝑤𝑎 𝑀𝑎𝑖𝑛𝑎 𝑁𝑗𝑒𝑛𝑔𝑎,
𝑀𝑏𝑜𝑛𝑎 𝑤𝑎𝑛𝑎𝑓𝑎𝑛𝑎𝑛𝑎?",2,2025-07-29T18:21:26Z
158,@Terikfinest2540,Apa mtu akitokea kuvuruga hii wedding atakula kibare kibao😂😂😂😂😂,6,2025-07-29T17:22:40Z
159,@LLYKEJONNESS,Best Wedding 💍💍💍 ever!!reallness ❤,9,2025-07-29T16:30:09Z
160,@joanchepkemboi1685,The soloist during reception 🤣🤣🤣🤣🤣,6,2025-07-29T16:23:21Z
161,@Themarkleonfamily,Nipitie niwapitie guys,2,2025-07-29T16:22:06Z
162,@theheraldbroadcastingnetwo4836,Tei c maji😂😂😂😂,1,2025-07-29T16:04:47Z
163,@SharonShibira,Kwani harusi ilikuwa ya majamaa Tu wueeh,2,2025-07-29T15:58:38Z
164,@SharonShibira,This is funny wueh SASA hakuna gospel ilichezwa which kind of a wedding is this ....😢😢😢,3,2025-07-29T15:56:35Z
165,@ChillyphylomillyAwino,Short wedding ❤,1,2025-07-29T14:58:55Z
166,@DamariesMutinda-c3b,"Mko wapi wale wa,,,'Mungu kama huyu nitatulia' hamtaki kama huyu",2,2025-07-29T14:32:58Z
167,@azerebevaline4143,Mungu saidia😂😂,1,2025-07-29T14:27:20Z
168,@maryatieno9130,🤣🤣🤣🤣,2,2025-07-29T14:14:05Z
169,@charitychiqa,"Parents approved this? 
Especially the girls parents.


I feel for this girl",2,2025-07-29T13:34:25Z
170,@RahabMbugua-pp9ex,Wee this is not normal aki😅,2,2025-07-29T13:24:50Z
171,@kellen-maina,Yani after wedding U r here explaining how it was 😂😂😂😂U man nakuona 🤓,3,2025-07-29T12:27:27Z
172,@Judith-p5m8i,Hawa ni macurlt tu,1,2025-07-29T11:36:36Z
173,@eyekonicBlink10,YUCK. CLASSLESS,2,2025-07-29T10:37:13Z
174,@swahili2worldtv,Hahaha I wasn't ready for that 😅😅. Anyway good wedding.  I pray for y'all 🙏🏻 🤲.,2,2025-07-29T10:10:22Z
175,@catherinemusyimi8591,this gen z was introduced to the cult 😢it wasn't a wedding 💍 but something like so that they can come together to be monitored 🤔. Someone big is behind everything happening now.,8,2025-07-29T10:00:35Z
176,@bettykasandiko9725,Shangweeeee haleluya😅😅😅😅😅🎉🎉,5,2025-07-29T09:59:36Z
177,@stephenkasenge4688,"This is a losr generation.  Wacha tuanze kuangalia gen alpha coz weh, this gen z thing is gone",2,2025-07-29T09:45:54Z
178,@patowteyci4713,Naona mzagatas,1,2025-07-29T09:41:31Z
179,@RuckiaHamza-fo3ln,😂😂😂aiii ziiii,5,2025-07-29T09:31:45Z
180,@DebbyMoh,What is the meaning of bride and Bride groom,3,2025-07-29T09:30:22Z
181,@LizEliza-m4r,Ww mwenyewe unafanana na bwanaharusi😂😂😂,52,2025-07-29T09:15:06Z
182,@HellenKerubo99,Mwaka moja tu then...😮 Acha  ninyamanze,2,2025-07-29T08:49:16Z
183,@Purity-q6d,😂😂😂wazazi walikubali tu,14,2025-07-29T08:31:51Z
184,@nyiturikiangel,Everything was normal but fake friends just,1,2025-07-29T08:27:45Z
185,@AnnGesare-v2v,Mko sure hii ni harusi😂😂😂😂,3,2025-07-29T08:07:35Z
186,@WambuiKibanya,I feel for the bride because after honeymoon phasee😂😂😂😂... reality will unravel 😂😂😂😂chaos will start,3,2025-07-29T08:02:37Z
187,@WambuiKibanya,Shangwee halleluyaa😂😂😂😂,23,2025-07-29T08:01:34Z
188,@Wairimubeth-m5z,Illuminati wedding,1,2025-07-29T07:49:21Z
189,@MaryWaithera-v5p,That part really got mi 😅😅😅😂,5,2025-07-29T07:45:06Z
190,@WycliffeAbdulLigare,Kenya ni motoi😅😅😅😅😅,2,2025-07-29T07:32:09Z
191,@stephenosogo6094,Na usisahau wengi wao walikuwa mboka😂😂😂,8,2025-07-29T07:31:45Z
192,@WanaWestSyde,@mzagatas si angewachafulia nmemuona apo kw wana choir 😅😅🤣,1,2025-07-29T07:15:48Z
193,@Emilymama2boys,Bora wameoana na bi harusi ni mrembo mashallah 🤗😂,17,2025-07-29T06:27:30Z
194,@stillwaterflows1,Presenter were you a student at Barton university?,3,2025-07-29T06:26:22Z
195,@jacklinekimeu,Alf kuna wenye wanasema hii haikua harusi ilikuwa maandamano😅,6,2025-07-29T06:21:09Z
196,@CarolinMuch,Weeeee Hawa wote wanakaa TU wakaa kambjeshi ya 2001huko noma dandora,4,2025-07-29T06:07:36Z
197,@keziahkendie8352,Shangwe hallelujah 😂😂😂😂wueh,13,2025-07-29T06:00:15Z
198,@MichaelynMbeti-oy2qk,"God siku zombo❤
Ndo maana mm nakutambua😊😊",3,2025-07-29T05:56:06Z
199,@vanblz05,Siku zombo man,1,2025-07-29T05:28:23Z
200,@wilsoneboyi1326,Huyu na hii ulevi atagogewa  anafikiria ndoa ni raisi ivo,4,2025-07-29T05:07:06Z
201,@kimberleymuthoni7875,Hawakusign marriage certs,0,2025-07-29T05:00:54Z
202,@BeckyNaperio-ls6bb,𝒀𝒂𝒂𝒏𝒊 𝒎𝒃𝒐𝒈𝒊 𝒚𝒐𝒕𝒆 𝒊𝒎𝒆𝒕𝒆𝒊😂😂😂😂,5,2025-07-29T03:20:07Z
203,@Davy_hostar-Et254,Ata harusi aikuwa ngumu...kitu ngumu ilikuwa nikucontrol hii mbogi😅😂😂,66,2025-07-29T02:07:52Z
204,@lordmartin5858,Huyu ndio alipewa tender ya goons mobilizing akawascam 😂. Thought was some rich kid.,33,2025-07-29T01:04:19Z
205,@MissGathoni,Wueee!,1,2025-07-28T22:36:48Z
206,@ropmercy5980,😂😂😂😂😂 wakudumu siku zombo 🤣🤣🤣,5,2025-07-28T22:19:11Z
207,@trendwithvibe-c8m,Huyu akosi ako kwa kikosi cha damuu kumwagwa believe me guys 🙏🙏,44,2025-07-28T22:05:07Z
208,@charitychebet5202,Narrator is funny😂😂😂,2,2025-07-28T22:04:07Z
209,@trendwithvibe-c8m,Izo chein nizaaa😢😢😢,8,2025-07-28T22:01:53Z
210,@RosebellagabiakaMatete,Kudinye kudinye kutombe kutombe waaah aki Kuna watu hukasirika kweli😂😂😂😂😂,7,2025-07-28T21:45:57Z
211,@SamuelKitonga9698,Funny...,1,2025-07-28T21:35:21Z
212,@Vidrian-d5h,Mary in the house😂,1,2025-07-28T21:16:24Z
213,@GodfreyMulama,Ady akuna dem kushika neti,4,2025-07-28T20:50:56Z
214,@JenipherWangu-r6d,Zetuzetu🎉,5,2025-07-28T20:50:09Z
215,@PapaOwino,True love exist,1,2025-07-28T20:44:36Z
216,@phoebesGlobalkitchen,Haya munipige sapoti pia ❤😂😂,7,2025-07-28T20:36:36Z
217,@Rukilove20,Their kids watching the wedding 😂😂😂,4,2025-07-28T20:15:17Z
218,@djizzieawesomness,Hii ndo ukweli Io ingine ni pr... Si matanga pekee tunaingia tukiwa walevi,2,2025-07-28T20:01:04Z
219,@LizNjenga-c7i,😅😅😅😅awa watu wameiva mbaya😂😂😂😂,2,2025-07-28T19:59:41Z
220,@JeremiahChitechi-c3s,Hope Ivano hakuwa 😂😂😂😂😂😂,5,2025-07-28T19:52:09Z
221,@trishiaofficial001,Nanikashanga aje iyo dei supplies zilidelay😂😂😂,2,2025-07-28T19:51:24Z
222,@luizngugivlogs5600,Genz wedding song very soon,2,2025-07-28T19:42:12Z
223,@MaureenMichael-v8z,Hio mbogi ndo walikua wana kanisa sasa,3,2025-07-28T19:12:04Z
224,@lous-pr1xq,This was crazy😂,3,2025-07-28T18:50:04Z
225,@NaomiMbulwa,Weeeee🎉 upcoming YouTubers gather here nipitie nikupitie we grow together 🎉,6,2025-07-28T18:41:13Z
226,@geoffreymanthi,Rich people problem,2,2025-07-28T17:59:17Z
227,@BonnieWahiu,Tunangoja pedi alete mali kumbe msee anashikanishwa,4,2025-07-28T17:57:17Z
228,@Mr_Mugz,kama si hivi heri ikae😅,8,2025-07-28T14:23:43Z
