"Unnamed: 0","Unnamed: 0.1","annotation_id","annotator","author","category","clean_text","confidence_score","created_at","id","language","lead_time","likes","predicted_label","published_at","sentiment","subcategory","text","updated_at"
"",5050,3033,"1","@theenelly2543","Others","ARSENAL SIKU ZOMBOOOOOOOOOOOOOO",0.3025755286216736,"2026-02-24T19:33:18.947671Z",10079,"Mixed (Code-switching)",42.888,0,"neutral or positive","2025-07-28T16:28:47Z","Positive","[Other] General Others","ARSENAL SIKU ZOMBOOOOOOOOOOOOOO","2026-02-24T19:33:18.947671Z"
"",5051,3034,"1","@Shaniz-kadot","Constructive Criticism","Nmenice  red_heart  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3201406896114349,"2026-02-24T19:33:34.892253Z",10080,"Sheng",14.762,0,"hate speech","2025-07-28T16:28:41Z","Positive","[CC] Supportive Speech","Nmenice ❤😂😂😂","2026-02-24T19:33:34.892253Z"
"",5052,3035,"1","@shienjoroge7455","Others","Huyu anaongelelea Naira ama crying_face ",0.4179576635360718,"2026-02-24T19:34:36.296040Z",10081,"Mixed (Code-switching)",59.664,0,"neutral or positive","2025-07-28T16:28:27Z","Neutral","[Other] General Inquiry","Huyu anaongelelea Naira ama😢","2026-02-24T19:34:36.296040Z"
"",5053,3036,"1","@ClementShikanda","Others","After Show ya Ndeke, this one has brought me back here  face_with_tears_of_joy ",0.4017163217067718,"2026-02-24T19:35:55.629175Z",10082,"Mixed (Code-switching)",78.08,0,"constructive criticism","2025-07-28T16:28:16Z","Positive","[Other] General Others","After Show ya Ndeke, this one has brought me back here 😂","2026-02-24T19:35:55.629175Z"
"",5054,3037,"1","@PurityWambui-ln5dc","Constructive Criticism","The wedding of the year party_popper  party_popper  party_popper  party_popper  red_heart I loved this face_with_tears_of_joy  face_with_tears_of_joy love like this",0.2506246268749237,"2026-02-24T19:36:13.101560Z",10083,"Mixed (Code-switching)",16.33,1,"irony","2025-07-28T16:27:37Z","Positive","[CC] Supportive Speech","The wedding of the year🎉🎉🎉🎉❤I loved this😂😂love like this","2026-02-24T19:36:13.101560Z"
"",5055,3038,"1","@bettyonyore7621","Constructive Criticism","Tuko locked",0.2815572321414947,"2026-02-24T19:36:36.228027Z",10084,"Mixed (Code-switching)",21.311,0,"neutral or positive","2025-07-28T16:27:21Z","Positive","[CC] Supportive Speech","Tuko locked","2026-02-24T19:36:36.228027Z"
"",5056,3039,"1","@NgaruyaNaiposhe","Others","Wueeeeeh",0.3453927934169769,"2026-02-24T19:37:29.023339Z",10085,"Swahili",51.675,0,"irony","2025-07-28T16:26:06Z","Neutral","[Other] General Others","Wueeeeeh","2026-02-24T19:37:29.023339Z"
"",5057,3040,"1","@oliverdemshariah5884","Others","wozolo",0.3713268041610718,"2026-02-24T19:38:10.956079Z",10086,"Sheng",40.23,0,"offensive language","2025-07-28T16:25:49Z","Positive","[Other] General Others","wozolo","2026-02-24T19:38:10.956079Z"
"",5058,3041,"1","@KathrynObare","Constructive Criticism","Hi n fire c fire  fire   face_with_tears_of_joy  face_with_tears_of_joy ",0.442095398902893,"2026-02-24T19:38:52.315180Z",10087,"Mixed (Code-switching)",39.542,1,"neutral or positive","2025-07-28T16:25:21Z","Positive","[CC] Supportive Speech","Hi n fire c fire 🔥 😂😂","2026-02-24T19:38:52.315180Z"
"",5059,3042,"1","@veekemm","Others","Mtu wangu najua uko comment section  crying_face  crying_face  crying_face ",0.3052693605422973,"2026-02-24T19:39:40.557371Z",10088,"Swahili",46.67,2,"offensive language","2025-07-28T16:25:19Z","Positive","[Other] General Others","Mtu wangu najua uko comment section 😢😢😢","2026-02-24T19:39:40.557371Z"
"",5060,3043,"1","@wanjawakariuki9079","Others","Hii ni jaba  face_with_open_mouth 500m ya Tanzania",0.3410506546497345,"2026-02-24T19:40:13.751197Z",10089,"Mixed (Code-switching)",32.095,12,"irony","2025-07-28T16:25:08Z","Neutral","[Other] General Others","Hii ni jaba 😮500m ya Tanzania","2026-02-24T19:40:13.751197Z"
"",5061,3044,"1","@theenelly2543","Others"," grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ",0.3897833228111267,"2026-02-24T19:40:52.154679Z",10090,"Plain Emoji",36.528,0,"offensive language","2025-07-28T16:25:01Z","Positive","[Other] General Others","😅😅😅😅","2026-02-24T19:40:52.154679Z"
"",5062,3045,"1","@FeithChepkirui-k2l","Others","Game make the relationship to be strong  flexed_biceps  heart_exclamation ",0.4025312066078186,"2026-02-24T20:11:42.945557Z",10091,"English",362.065,7,"offensive language","2025-07-28T16:24:40Z","Positive","[Other] General Others","Game make the relationship to be strong 💪❣️","2026-02-24T20:11:42.945557Z"
"",5063,3046,"1","@faithgikunga7659","Irony/Sarcasm","The more u ask the more u get confused  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.5229926705360413,"2026-02-24T20:14:06.307323Z",10092,"English",142.104,58,"offensive language","2025-07-28T16:24:14Z","Neutral","[Irony] Hyperbolic understatement","The more u ask the more u get confused 😂😂😂😂","2026-02-24T20:14:06.307323Z"
"",5064,3047,"1","@thecandidtalk254conqueror4","Others","Brought up in Eastland but hi sheng imenipita",0.3773952722549438,"2026-02-24T20:14:24.710207Z",10093,"Mixed (Code-switching)",17.26,7,"neutral or positive","2025-07-28T16:24:09Z","Neutral","[Other] General Others","Brought up in Eastland but hi sheng imenipita","2026-02-24T20:14:24.710207Z"
"",5065,3048,"1","@officialJuma-h8b","Others","Mimi pia",0.3518111109733581,"2026-02-24T20:14:39.411987Z",10094,"Swahili",13.58,0,"neutral or positive","2025-07-28T16:23:47Z","Neutral","[Other] General Others","Mimi pia","2026-02-24T20:14:39.411987Z"
"",5066,3049,"1","@ashadihab7119","Others","Nataka kma huyu bad boy wanakuaga na mapenzi",0.2946729660034179,"2026-02-24T20:15:25.203630Z",10095,"Mixed (Code-switching)",44.085,0,"offensive language","2025-07-28T16:23:41Z","Positive","[Other] General Others","Nataka kma huyu bad boy wanakuaga na mapenzi","2026-02-24T20:15:25.203630Z"
"",5067,3050,"1","@puritywairimo4237","Constructive Criticism","Diana my friend am happy for you congrats",0.3282373249530792,"2026-02-24T20:17:48.216111Z",10096,"English",141.456,18,"neutral or positive","2025-07-28T16:23:24Z","Positive","[CC] Supportive Speech","Diana my friend am happy for you congrats","2026-02-24T20:17:48.216111Z"
"",5068,3051,"1","@mwendehassan9468","Constructive Criticism","Wueh face_with_tears_of_joy ",0.3390703797340393,"2026-02-24T20:17:59.033792Z",10097,"Sheng",13.890999999999998,0,"neutral or positive","2025-07-28T16:23:15Z","Positive","[CC] Supportive Speech","Wueh😂","2026-02-24T20:18:03.662535Z"
"",5069,3052,"1","@amosmwangi4936","Others","Me niliskia guardian Angel hapa amepigwa 10 -1 but ,but hii gang imenibamba kivyake acha wajinice",0.5901615619659424,"2026-02-24T20:18:54.506790Z",10098,"Mixed (Code-switching)",48.573,0,"neutral or positive","2025-07-28T16:21:45Z","Positive","[Other] General Others","Me niliskia guardian Angel hapa amepigwa 10 -1 but ,but hii gang imenibamba kivyake acha wajinice","2026-02-24T20:18:54.506790Z"
"",5070,3053,"1","@Lilianmuriithi-nx3pv","Others","Tuko huku hii wedo imetugusa na. muambia petelo nataka ghetto",0.4582234919071197,"2026-02-24T20:19:34.839002Z",10099,"Swahili",39.197,0,"offensive language","2025-07-28T16:21:24Z","Positive","[Other] General Others","Tuko huku hii wedo imetugusa na. muambia petelo nataka ghetto","2026-02-24T20:19:34.839002Z"
"",5071,3054,"1","@EuniceMaina-fz7dh","Others","Hachoki shigo aki crying_face  crying_face  crying_face ",0.3443085253238678,"2026-02-24T20:21:07.562777Z",10100,"Swahili",83.507,1,"neutral or positive","2025-07-28T16:21:14Z","Positive","[Other] General Others","Hachoki shigo aki😢😢😢","2026-02-24T20:21:07.562777Z"
"",5072,3055,"1","@PeninahHiuko","Constructive Criticism","The only marriage I know that will have happy endings no tears nimechange maombi  God Kama Tu ya Dee",0.4689508378505707,"2026-02-24T20:21:25.794600Z",10101,"Mixed (Code-switching)",14.564,65,"neutral or positive","2025-07-28T16:21:08Z","Positive","[CC] Supportive Speech","The only marriage I know that will have happy endings no tears nimechange maombi  God Kama Tu ya Dee","2026-02-24T20:21:25.794600Z"
"",5073,3056,"1","@Marissahmonique","Constructive Criticism","The wedding was superb smiling_face_with_smiling_eyes this is just the  best wedding of the year party_popper ",0.4673827290534973,"2026-02-24T20:21:36.728565Z",10102,"English",9.605,18,"irony","2025-07-28T16:20:35Z","Positive","[CC] Supportive Speech","The wedding was superb😊this is just the  best wedding of the year🎉","2026-02-24T20:21:36.729564Z"
"",5074,3057,"1","@catherinenjoroge1829","Constructive Criticism"," red_heart  red_heart  red_heart  red_heart  red_heart  red_heart ",0.3304891586303711,"2026-02-24T20:21:47.119344Z",10103,"Plain Emoji",9.232,0,"offensive language","2025-07-28T16:19:40Z","Positive","[CC] Supportive Speech","❤❤❤❤❤❤","2026-02-24T20:21:47.119344Z"
"",5075,3058,"1","@WagodieNkoitoi","Others","Ni 4.2M ya Tanzania au uganda",0.4349383115768432,"2026-02-24T20:22:06.871967Z",10104,"Mixed (Code-switching)",18.55,0,"neutral or positive","2025-07-28T16:18:50Z","Neutral","[Other] General Others","Ni 4.2M ya Tanzania au uganda","2026-02-24T20:22:06.871967Z"
"",5076,3059,"1","@youngboyneverbroke7561","Others","Bro amejielewa mbayaaa big upp",0.3590439260005951,"2026-02-24T20:29:24.598988Z",10105,"Mixed (Code-switching)",42.886,47,"offensive language","2025-07-28T16:18:15Z","Positive","[Other] General Others","Bro amejielewa mbayaaa big upp","2026-02-24T20:29:24.598988Z"
"",5077,3060,"1","@AlbanusKisini","Others","500 Million face_with_tears_of_joy  face_with_tears_of_joy ",0.4192635715007782,"2026-02-24T20:29:39.522620Z",10106,"English",11.65,3,"neutral or positive","2025-07-28T16:17:43Z","Positive","[Other] General Others","500 Million😂😂","2026-02-24T20:29:39.522620Z"
"",5078,3061,"1","@Valour_aerobics","Constructive Criticism","Tumengoja",0.2955140471458435,"2026-02-24T20:29:52.714920Z",10107,"Swahili",11.83,2,"neutral or positive","2025-07-28T16:17:03Z","Positive","[CC] Supportive Speech","Tumengoja","2026-02-24T20:29:52.714920Z"
"",5079,3062,"1","@wanjiruwaithera1769","Irony/Sarcasm","Za VJ patelo zimeshika kama laana ya Raila  face_with_tears_of_joy ",0.4734480679035187,"2026-02-24T20:31:52.941766Z",10108,"Mixed (Code-switching)",119.146,11,"irony","2025-07-28T16:16:35Z","Neutral","[Irony] Hyperbolic understatement","Za VJ patelo zimeshika kama laana ya Raila 😂","2026-02-24T20:31:52.941766Z"
"",5080,3063,"1","@al-yasakato","Constructive Criticism","love from UG +256 big up PATELO bro smiling_face_with_smiling_eyes ",0.3357521891593933,"2026-02-24T20:32:16.378739Z",10109,"Mixed (Code-switching)",22.419,6,"neutral or positive","2025-07-28T16:16:25Z","Positive","[CC] Supportive Speech","love from UG +256 big up PATELO bro😊","2026-02-24T20:32:16.378739Z"
"",5081,3064,"1","@lucynjeri3864","Constructive Criticism","Nilijua tu obinna lazima atuletee power couple",0.4172362685203552,"2026-02-24T20:33:50.158112Z",10110,"Mixed (Code-switching)",92.43,18,"neutral or positive","2025-07-28T16:16:09Z","Positive","[CC] Genuine feedback","Nilijua tu obinna lazima atuletee power couple","2026-02-24T20:33:50.158112Z"
"",5082,3065,"1","@charleswaithaka8371","Constructive Criticism","But the guy is vibe face_with_tears_of_joy  face_with_tears_of_joy ",0.3108647465705871,"2026-02-24T20:34:07.071899Z",10111,"English",15.126,27,"irony","2025-07-28T16:15:49Z","Positive","[CC] Supportive Speech","But the guy is vibe😂😂","2026-02-24T20:34:07.071899Z"
"",5083,3066,"1","@RosemaryNelima-e9n","Constructive Criticism","The wife is chill and beautiful,  and  rich red_heart  red_heart  red_heart ",0.3834640085697174,"2026-02-24T20:34:16.266635Z",10112,"English",7.885,20,"neutral or positive","2025-07-28T16:15:29Z","Positive","[CC] Genuine Praise","The wife is chill and beautiful,  and  rich❤❤❤","2026-02-24T20:34:16.267632Z"
"",5084,3067,"1","@ghettocreatures6143","Constructive Criticism","He inafaa kushare tuko lock in mbaya sana face_with_tears_of_joy  party_popper ",0.3832777440547943,"2026-02-24T20:34:35.467973Z",10113,"Mixed (Code-switching)",18.098,2,"offensive language","2025-07-28T16:15:08Z","Positive","[CC] Supportive Speech","He inafaa kushare tuko lock in mbaya sana😂🎉","2026-02-24T20:34:35.467973Z"
"",5085,3068,"1","@enyattayvonne9694","Constructive Criticism"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy vibes",0.4652084410190582,"2026-02-24T20:34:49.854750Z",10114,"Mixed (Code-switching)",11.155,0,"neutral or positive","2025-07-28T16:14:46Z","Positive","[CC] Supportive Speech","😂😂😂vibes","2026-02-24T20:34:49.854750Z"
"",5086,3069,"1","@lisaeve1072","Constructive Criticism","I just had to manmnn party_popper  party_popper  party_popper  party_popper  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy Confirmation face_with_tears_of_joy  face_with_tears_of_joy  red_heart  red_heart ",0.3614716231822967,"2026-02-24T20:35:01.560629Z",10115,"Mixed (Code-switching)",10.62,2,"hate speech","2025-07-28T16:14:42Z","Positive","[CC] Supportive Speech","I just had to manmnn🎉🎉🎉🎉😂😂😂😂Confirmation😂😂❤❤","2026-02-24T20:35:01.560629Z"
"",5087,3070,"1","@BensonOyombe-n8k5u","Constructive Criticism","Hii show ni kali grinning_face_with_sweat  grinning_face_with_sweat  fire  fire  fire  fire ",0.3481830656528473,"2026-02-24T20:35:14.351163Z",10116,"Mixed (Code-switching)",11.557,0,"offensive language","2025-07-28T16:14:41Z","Positive","[CC] Supportive Speech","Hii show ni kali😅😅🔥🔥🔥🔥","2026-02-24T20:35:14.351163Z"
"",5088,3071,"1","@ritawangeci3505","Others","Diana stand up  face_with_tears_of_joy ",0.3110036849975586,"2026-02-24T20:37:00.320324Z",10117,"English",104.224,0,"irony","2025-07-28T16:14:28Z","Positive","[Other] General Others","Diana stand up 😂","2026-02-24T20:37:00.320324Z"
"",5089,3072,"1","@Antonytrivetphotography","Irony/Sarcasm","Vile tu my husband amesema  face_with_tears_of_joy  face_with_tears_of_joy 

The more you dig into the question the more  you be confused",0.4839099049568176,"2026-02-24T20:37:54.130634Z",10118,"Mixed (Code-switching)",52.392,127,"offensive language","2025-07-28T16:14:21Z","Neutral","[Irony] Hyperbolic understatement","Vile tu my husband amesema 😂😂

The more you dig into the question the more  you be confused","2026-02-24T20:37:54.130634Z"
"",5090,3073,"1","@KarenMukami750","Constructive Criticism"," face_with_tears_of_joy  face_with_tears_of_joy aaah",0.3851995170116424,"2026-02-24T20:38:07.936294Z",10119,"Sheng",12.536,0,"neutral or positive","2025-07-28T16:13:59Z","Positive","[CC] Supportive Speech","😂😂aaah","2026-02-24T20:38:07.936294Z"
"",5091,3074,"1","@CharlesMbehero","Constructive Criticism","alonglilo siku zombo beaming_face_with_smiling_eyes  beaming_face_with_smiling_eyes ",0.3544943034648895,"2026-02-24T20:38:18.151568Z",10120,"Sheng",8.947,0,"offensive language","2025-07-28T16:13:51Z","Positive","[CC] Supportive Speech","alonglilo siku zombo😁😁","2026-02-24T20:38:18.151568Z"
"",5092,3075,"1","@pedolaKaranja","Constructive Criticism"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.4809808731079101,"2026-02-24T20:38:28.905561Z",10121,"Plain Emoji",8.932,0,"neutral or positive","2025-07-28T16:13:27Z","Positive","[CC] Supportive Speech","😂😂😂","2026-02-24T20:38:28.905561Z"
"",5093,3076,"1","@deniskariuki2584","Others","waa sionaga izi show lakini leooo  face_with_tears_of_joy  face_with_tears_of_joy ",0.4521988034248352,"2026-02-24T20:39:42.487939Z",10122,"Mixed (Code-switching)",72.225,3,"neutral or positive","2025-07-28T16:13:10Z","Positive","[Other] General Others","waa sionaga izi show lakini leooo 😂😂","2026-02-24T20:39:42.487939Z"
"",5094,3077,"1","@jully77","Constructive Criticism","Hii nayo lazima ni watch hapa... zingine mi huwatch TikTok  face_with_tears_of_joy  face_with_tears_of_joy ",0.3487326204776764,"2026-02-24T20:40:04.219032Z",10123,"Swahili",20.465,29,"irony","2025-07-28T16:13:03Z","Positive","[CC] Supportive Speech","Hii nayo lazima ni watch hapa... zingine mi huwatch TikTok 😂😂","2026-02-24T20:40:04.219032Z"
"",5095,3078,"1","@marymwangi2171","Constructive Criticism","Movement ni jamuu  face_with_tears_of_joy  face_with_tears_of_joy ",0.5404940843582153,"2026-02-24T20:40:14.685778Z",10124,"Sheng",9.328,0,"neutral or positive","2025-07-28T16:13:00Z","Positive","[CC] Supportive Speech","Movement ni jamuu 😂😂","2026-02-24T20:40:14.685778Z"
"",5096,3079,"1","@Kwash-f1v","Constructive Criticism","The boy is smart  face_with_tears_of_joy  face_with_tears_of_joy ..",0.2635445296764374,"2026-02-24T20:40:23.565597Z",10125,"English",7.242,31,"neutral or positive","2025-07-28T16:12:55Z","Positive","[CC] Supportive Speech","The boy is smart 😂😂..","2026-02-24T20:40:23.565597Z"
"",5097,3080,"1","@BensonOyombe-n8k5u","Others","Leo obiezaa amepatana na maubayaa",0.4807480275630951,"2026-02-24T20:40:58.178768Z",10126,"Swahili",33.456,0,"neutral or positive","2025-07-28T16:12:52Z","Neutral","[Other] General Others","Leo obiezaa amepatana na maubayaa","2026-02-24T20:40:58.178768Z"
"",5098,3081,"1","@gracekana5351","Constructive Criticism","Comment section imejaa watu wako na wivu mbaya , the lady is beautiful whether shes old ....and u can see the love in both .... congrats guyz",0.6779303550720215,"2026-02-24T20:45:29.305469Z",10127,"Mixed (Code-switching)",269.969,272,"offensive language","2025-07-28T16:12:36Z","Positive","[CC] Supportive Speech","Comment section imejaa watu wako na wivu mbaya , the lady is beautiful whether shes old ....and u can see the love in both .... congrats guyz","2026-02-24T20:45:29.305469Z"
"",5099,3082,"1","@Mumo_K","Constructive Criticism","Sijawahi tamani Wedding but hii yao imefanya nitamani East to The World",0.5177745819091797,"2026-02-24T20:45:49.863210Z",10128,"Mixed (Code-switching)",17.106,0,"neutral or positive","2025-07-28T16:12:27Z","Positive","[CC] Supportive Speech","Sijawahi tamani Wedding but hii yao imefanya nitamani East to The World","2026-02-24T20:45:49.863210Z"
"",5100,3083,"1","@iamcole311","Constructive Criticism","Love like dis face_with_tears_of_joy  red_heart ",0.3217444121837616,"2026-02-24T20:46:04.550540Z",10129,"Mixed (Code-switching)",13.542,1,"neutral or positive","2025-07-28T16:12:15Z","Positive","[CC] Supportive Speech","Love like dis😂❤️","2026-02-24T20:46:04.550540Z"
"",5101,3084,"1","@apparently2972","Constructive Criticism","29 weeeh as long as they are happy...",0.3569462895393371,"2026-02-24T20:46:53.457469Z",10130,"English",47.299,2,"neutral or positive","2025-07-28T16:12:05Z","Positive","[CC] Supportive Speech","29 weeeh as long as they are happy...","2026-02-24T20:46:53.457469Z"
"",5102,3085,"1","@neshamuks7469","Others","Very hard interview.",0.3854843974113464,"2026-02-24T20:47:29.164091Z",10131,"English",34.284,1,"neutral or positive","2025-07-28T16:12:00Z","Neutral","[Other] General Others","Very hard interview.","2026-02-24T20:47:29.164091Z"
