"Unnamed: 0","Unnamed: 0.1","annotation_id","annotator","author","category","clean_text","confidence_score","created_at","id","language","lead_time","likes","predicted_label","published_at","sentiment","subcategory","text","updated_at"
462.0,7552,2557,"1","@meshackkimeu3785","Constructive Criticism","Low-key nimezoea mikosi, Huwezi ngam nikipita fire  oncoming_fist_medium_skin_tone ",0.3511634767055511,"2026-02-25T07:26:18.078070Z",15092,"Sheng",189.763,0,"neutral or positive","2026-02-03T18:52:51Z","Neutral","[Other] General Others","Low-key nimezoea mikosi, Huwezi ngam nikipita🔥👊🏽","2026-02-25T07:27:24.477200Z"
463.0,7553,2558,"1","@MendeniMutinda","Constructive Criticism","Toxic lyrikali is just too consistent au sio party_popper  red_heart ",0.6320855617523193,"2026-02-25T07:30:03.401214Z",15093,"Mixed (Code-switching)",138.833,0,"offensive language","2026-02-03T18:23:48Z","Positive","[CC] Supportive Speech","Toxic lyrikali is just too consistent au sio🎉❤","2026-02-25T07:30:03.401214Z"
464.0,7554,2559,"1","@one-eyedview","Constructive Criticism","Certified banger, Toxic to the world  fire ",0.6633310914039612,"2026-02-25T07:31:25.015023Z",15094,"Mixed (Code-switching)",79.488,0,"offensive language","2026-02-03T18:21:17Z","Positive","[CC] Supportive Speech","Certified banger, Toxic to the world 🔥","2026-02-25T07:31:25.016012Z"
465.0,7555,2560,"1","@GrimerGrimer-e5e","Others","Anakuaga amejipin si kiprop naskia kinawork properly",0.3126053512096405,"2026-02-25T07:31:51.947027Z",15095,"Sheng",24.474,1,"constructive criticism","2026-02-03T18:20:43Z","Neutral","[Other] General Others","Anakuaga amejipin si kiprop naskia kinawork properly","2026-02-25T07:31:51.947027Z"
466.0,7556,2561,"1","@Kibiro-m7f","Irony/Sarcasm","Kua fala inahitaji uwe mjanja!! fire ",0.2451566308736801,"2026-02-25T07:34:28.807025Z",15096,"Sheng",152.416,0,"irony","2026-02-03T18:18:33Z","Neutral","[Irony] Mock compliment","Kua fala inahitaji uwe mjanja!!🔥","2026-02-25T07:34:28.807025Z"
467.0,7557,2562,"1","@CTRLzed_XP","Misinformation","Wee bro anafanya nafikilia kuaza kupiga shash bro red_heart ..",0.5133021473884583,"2026-02-25T07:36:54.333917Z",15097,"Sheng",131.265,1,"hate speech","2026-02-03T18:13:55Z","Negative","[Misinfo] Misleading/Contextual Deception","Wee bro anafanya nafikilia kuaza kupiga shash bro❤..","2026-02-25T07:36:54.333917Z"
468.0,7558,2563,"1","@bkdon","Constructive Criticism","Video too clean  soap   fire ",0.3347172737121582,"2026-02-25T07:37:06.960199Z",15098,"Mixed (Code-switching)",9.8,0,"neutral or positive","2026-02-03T18:12:54Z","Positive","[CC] Genuine Praise","Video too clean 🧼 🔥","2026-02-25T07:37:06.960199Z"
469.0,7559,2564,"1","@MburuMutonga","Others","Mih n mdosi nachomaa ady nyongi wuiiih wapi like za mirista y mnisa  party_popper ",0.3516873717308044,"2026-02-25T07:37:55.263994Z",15099,"Sheng",46.074,31,"offensive language","2026-02-03T18:04:12Z","Neutral","[Other] General Others","Mih n mdosi nachomaa ady nyongi wuiiih wapi like za mirista y mnisa 🎉","2026-02-25T07:37:55.263994Z"
470.0,7560,2565,"1","@theehappymash30","Constructive Criticism","alisema wasaani wawekeze kwa video....angalia video ...inakaa tuko majuuu red_heart  face_with_tears_of_joy ",0.2668075561523437,"2026-02-25T07:38:15.704130Z",15100,"Sheng",17.602,2,"offensive language","2026-02-03T17:39:59Z","Positive","[CC] Supportive Speech","alisema wasaani wawekeze kwa video....angalia video ...inakaa tuko majuuu❤😂","2026-02-25T07:38:15.704130Z"
471.0,7561,2566,"1","@Dmunguchi","Constructive Criticism","The video is quality",0.4676770269870758,"2026-02-25T07:38:23.878883Z",15101,"English",6.058,0,"constructive criticism","2026-02-03T17:11:19Z","Positive","[CC] Supportive Speech","The video is quality","2026-02-25T07:38:23.878883Z"
472.0,7562,2567,"1","@rajybrown4532","Constructive Criticism","We must trend at no one with our own",0.5151341557502747,"2026-02-25T07:38:44.143797Z",15102,"English",16.05,0,"neutral or positive","2026-02-03T17:10:17Z","Positive","[CC] Supportive Speech","We must trend at no one with our own","2026-02-25T07:38:44.143797Z"
473.0,7563,2568,"1","@UnstopperBoyz-i5u","Others","View pia yangu grinning_face_with_sweat ",0.342657059431076,"2026-02-25T07:39:11.484612Z",15103,"Mixed (Code-switching)",21.713,0,"neutral or positive","2026-02-03T17:00:54Z","Neutral","[Other] General Others","View pia yangu😅","2026-02-25T07:39:11.484612Z"
474.0,7564,2569,"1","@Master19th","Constructive Criticism","Mana tox ic",0.4988516271114349,"2026-02-25T07:39:24.608783Z",15104,"Mixed (Code-switching)",10.931,0,"offensive language","2026-02-03T16:50:38Z","Positive","[CC] Supportive Speech","Mana tox ic","2026-02-25T07:39:24.608783Z"
475.0,7565,2570,"1","@LORDCEEZATV66","Others","Brick pon brick hatuchoki dollars pounds nikitrace hizi shillings kiulow key party_popper ",0.2735635936260223,"2026-02-25T07:40:15.592563Z",15105,"Mixed (Code-switching)",43.968,2,"neutral or positive","2026-02-03T16:25:00Z","Neutral","[Other] General Others","Brick pon brick hatuchoki dollars pounds nikitrace hizi shillings kiulow key🎉","2026-02-25T07:40:15.592563Z"
476.0,7566,2571,"1","@geoffryomondi6831","Constructive Criticism","talent and discipline top notch",0.4895353019237518,"2026-02-25T07:40:27.740240Z",15106,"English",9.341,0,"constructive criticism","2026-02-03T16:07:04Z","Positive","[CC] Genuine Praise","talent and discipline top notch","2026-02-25T07:40:27.754262Z"
477.0,7567,2572,"1","@Madkong-i2v4s","Constructive Criticism","Marima na simamisha mapira Respect to toxic",0.3577845692634582,"2026-02-25T07:40:40.288232Z",15107,"Sheng",10.421,3,"neutral or positive","2026-02-03T16:03:42Z","Positive","[CC] Genuine Praise","Marima na simamisha mapira Respect to toxic","2026-02-25T07:40:40.288232Z"
478.0,7568,2573,"1","@petermbugua6701","Constructive Criticism","Toxic siku zomboo party_popper  hundred_points  hundred_points  hundred_points  fire  fire  fire hepa nikama umeona Omandi",0.6353099942207336,"2026-02-25T07:43:30.830732Z",15108,"Sheng",14.302,0,"offensive language","2026-02-03T15:50:28Z","Positive","[CC] Genuine Praise","Toxic siku zomboo🎉💯💯💯🔥🔥🔥hepa nikama umeona Omandi","2026-02-25T07:43:30.830732Z"
479.0,7569,2574,"1","@shawnclassy5446","Constructive Criticism"," red_heart  red_heart  red_heart  red_heart ",0.3241870403289795,"2026-02-25T07:43:43.413260Z",15109,"Plain Emoji",10.171,0,"neutral or positive","2026-02-03T15:47:41Z","Positive","[CC] Supportive Speech","❤❤❤❤","2026-02-25T07:43:43.413260Z"
480.0,7570,2575,"1","@AlfredBaraka-p5z","Constructive Criticism","Director  party_popper  party_popper  party_popper  party_popper  party_popper ",0.3620596528053283,"2026-02-25T07:43:59.562475Z",15110,"Mixed (Code-switching)",13.443,0,"neutral or positive","2026-02-03T15:36:36Z","Positive","[CC] Genuine Praise","Director 🎉🎉🎉🎉🎉","2026-02-25T07:43:59.562475Z"
481.0,7571,2576,"1","@COUCHTALK254","Constructive Criticism","Top song party_popper ,lkini Editor kaanguka kazi",0.3292019069194793,"2026-02-25T07:45:46.859038Z",15111,"Mixed (Code-switching)",100.36,0,"offensive language","2026-02-03T15:29:37Z","Neutral","[CC] Corrective clarification","Top song🎉,lkini Editor kaanguka kazi","2026-02-25T07:45:46.859038Z"
482.0,7572,2577,"1","@Den073er","Constructive Criticism","Cheki 2 sweizi Explain Words party_popper  party_popper  party_popper ",0.367965817451477,"2026-02-25T07:47:15.768602Z",15112,"Mixed (Code-switching)",85.707,0,"offensive language","2026-02-03T15:24:45Z","Positive","[CC] Genuine Praise","Cheki 2 sweizi Explain Words🎉🎉🎉","2026-02-25T07:47:15.769487Z"
483.0,7573,2578,"1","@AlfredBaraka-p5z","Irony/Sarcasm","Ata khaligraph haaminj  crying_face  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.4335985779762268,"2026-02-25T07:47:48.735231Z",15113,"Swahili",26.046,1,"offensive language","2026-02-03T15:22:44Z","Neutral","[Irony] Mock Laughter","Ata khaligraph haaminj 😢😂😂😂😂😂","2026-02-25T07:47:48.735231Z"
484.0,7574,2579,"1","@PopBright-25mf","Constructive Criticism","half a million to go  mbooka dooba",0.412043809890747,"2026-02-25T07:48:03.084496Z",15114,"Mixed (Code-switching)",11.547,0,"offensive language","2026-02-03T15:21:14Z","Positive","[CC] Supportive Speech","half a million to go  mbooka dooba","2026-02-25T07:48:03.084496Z"
485.0,7575,2580,"1","@enostar","Constructive Criticism","Hii IMENIBAMBA. LOWKEY ALL TIME",0.3079966604709625,"2026-02-25T07:48:14.982838Z",15115,"Mixed (Code-switching)",9.517,4,"offensive language","2026-02-03T15:12:31Z","Positive","[CC] Supportive Speech","Hii IMENIBAMBA. LOWKEY ALL TIME","2026-02-25T07:48:14.982838Z"
486.0,7576,2581,"1","@BetharAkoth-bv9wu","Constructive Criticism","Fiti bana",0.3897345960140228,"2026-02-25T07:50:00.612249Z",15116,"Sheng",103.44,0,"neutral or positive","2026-02-03T15:07:07Z","Positive","[CC] Supportive Speech","Fiti bana","2026-02-25T07:50:00.612249Z"
487.0,7577,2582,"1","@DavyKamau-y4u","Constructive Criticism","AFRICAN SON #001",0.2667776942253113,"2026-02-25T07:50:21.998101Z",15117,"English",11.604,4,"neutral or positive","2026-02-03T14:43:18Z","Positive","[CC] Supportive Speech","AFRICAN SON #001","2026-02-25T07:50:21.999098Z"
488.0,7578,2583,"1","@Dex-nt9sy","Constructive Criticism","Mboka doba na industry inazidi ku grow...huyu ni mnisa wa maana  hundred_points ",0.298788845539093,"2026-02-25T07:52:24.272381Z",15118,"Mixed (Code-switching)",114.924,0,"irony","2026-02-03T13:42:19Z","Positive","[CC] Supportive Speech","Mboka doba na industry inazidi ku grow...huyu ni mnisa wa maana 💯","2026-02-25T07:52:24.272381Z"
489.0,7579,2584,"1","@SirAbel23","Constructive Criticism","To the Top squinting_face_with_tongue  fire  raising_hands ",0.5028102397918701,"2026-02-25T07:52:36.456031Z",15119,"English",9.114,0,"offensive language","2026-02-03T12:33:54Z","Positive","[CC] Supportive Speech","To the Top😝🔥🙌","2026-02-25T07:52:36.456031Z"
490.0,7580,2585,"1","@simbaandnala3752","Constructive Criticism","genje charji",0.2715454697608948,"2026-02-25T07:53:29.132358Z",15120,"Sheng",50.601,0,"neutral or positive","2026-02-03T12:25:25Z","Positive","[CC] Genuine feedback","genje charji","2026-02-25T07:53:29.132358Z"
491.0,7581,2586,"1","@TommyBreek","Offensive","boring video",0.4905443787574768,"2026-02-25T07:54:00.918542Z",15121,"English",29.443,0,"neutral or positive","2026-02-03T11:30:23Z","Negative","[Offensive] Non-personal","boring video","2026-02-25T07:54:00.918542Z"
492.0,7582,2587,"1","@TommyBreek","Offensive","boring video",0.4905443787574768,"2026-02-25T07:54:27.106372Z",15122,"English",21.493,0,"neutral or positive","2026-02-03T11:30:10Z","Positive","[Offensive] Non-personal","boring video","2026-02-25T07:54:27.106372Z"
493.0,7583,2588,"1","@KunFayaMugaka","Others","Huwezi ng'am nikipita",0.3326053917407989,"2026-02-25T07:55:35.047047Z",15123,"Sheng",48.395,0,"neutral or positive","2026-02-03T11:19:23Z","Neutral","[Other] General Others","Huwezi ng'am nikipita","2026-02-25T07:55:35.047047Z"
494.0,7584,2589,"1","@Elmasi_17","Constructive Criticism","Elmasi çhrøñiçles  collision  check_mark_button  check_mark_button  check_mark_button ",0.3973822593688965,"2026-02-25T07:55:59.075399Z",15124,"Mixed (Code-switching)",16.535,0,"offensive language","2026-02-03T10:58:35Z","Positive","[CC] Supportive Speech","Elmasi çhrøñiçles 💥✅✅✅","2026-02-25T07:55:59.075399Z"
495.0,7585,2590,"1","@bamuofficial23","Constructive Criticism"," fire  fire  fire  fire  fire ",0.2999716997146606,"2026-02-25T07:56:11.093973Z",15125,"Plain Emoji",9.476,0,"neutral or positive","2026-02-03T10:51:30Z","Positive","[CC] Supportive Speech","🔥🔥🔥🔥🔥","2026-02-25T07:56:11.093973Z"
496.0,7586,2591,"1","@VerifiedArtistsRadar","Constructive Criticism","10/10",0.3015223741531372,"2026-02-25T07:57:49.753747Z",15126,"Mixed (Code-switching)",19.435,0,"neutral or positive","2026-02-03T10:41:07Z","Positive","[CC] Genuine Praise","10/10","2026-02-25T07:57:49.753747Z"
497.0,7587,2592,"1","@davie878","Constructive Criticism"," fire ",0.3094655871391296,"2026-02-25T07:57:59.290163Z",15127,"Plain Emoji",7.368,0,"offensive language","2026-02-03T10:36:25Z","Positive","[CC] Supportive Speech","🔥","2026-02-25T07:57:59.290163Z"
498.0,7588,2593,"1","@MargaretMwangi-s3m","Offensive","Mboka doba man fuck the fame siku zombo",0.4901930093765259,"2026-02-25T07:58:31.857158Z",15128,"Mixed (Code-switching)",41.397,0,"offensive language","2026-02-03T10:34:40Z","Negative","[Offensive] Vulgar language (Matusi)","Mboka doba man fuck the fame siku zombo","2026-02-25T07:58:45.172708Z"
499.0,7589,2594,"1","@kelvinNduati-hw3jd","Constructive Criticism","Lykali noma sana siku tezo  left-facing_fist  right-facing_fist  raised_fist ",0.8271957039833069,"2026-02-25T07:59:31.955962Z",15129,"Sheng",34.638,0,"neutral or positive","2026-02-03T10:26:10Z","Positive","[CC] Supportive Speech","Lykali noma sana siku tezo 🤛🤜✊","2026-02-25T07:59:31.955962Z"
500.0,7590,2595,"1","@JosephObonyo-xg2tt","Constructive Criticism","5th time watching",0.3041916191577911,"2026-02-25T08:02:30.879962Z",15130,"English",147.902,0,"neutral or positive","2026-02-03T10:22:17Z","Positive","[CC] Supportive Speech","5th time watching","2026-02-25T08:02:30.879962Z"
501.0,7591,2596,"1","@kenohsmith429","Others"," speaking_head Hepa ukiniona na Omondi hundred_points ",0.3767432868480682,"2026-02-25T08:02:56.058751Z",15131,"Mixed (Code-switching)",16.285,0,"neutral or positive","2026-02-03T10:06:35Z","Neutral","[Other] General Others","🗣Hepa ukiniona na Omondi💯","2026-02-25T08:02:56.058751Z"
502.0,7592,2597,"1","@KennedyPauline-d1b","Others","Ati naji usisha kama kuna manoti fire  pinched_fingers  index_pointing_at_the_viewer_medium-dark_skin_tone ",0.3178308010101318,"2026-02-25T08:03:43.318726Z",15132,"Sheng",44.851,0,"neutral or positive","2026-02-03T09:57:43Z","Neutral","[Other] General Others","Ati naji usisha kama kuna manoti🔥🤌🫵🏾","2026-02-25T08:03:43.318726Z"
503.0,7593,2598,"1","@EsongaHanningtone","Constructive Criticism","Apa kuna awrard zingine kadhaa red_heart ",0.2927267253398895,"2026-02-25T08:04:50.023525Z",15133,"Mixed (Code-switching)",40.142,0,"hate speech","2026-02-03T09:12:21Z","Positive","[CC] Supportive Speech","Apa kuna awrard zingine kadhaa❤","2026-02-25T08:04:50.023525Z"
504.0,7594,2599,"1","@OfficialJ.E","Constructive Criticism","Iko sawa",0.4388453662395477,"2026-02-25T08:05:00.570652Z",15134,"Swahili",7.694,0,"neutral or positive","2026-02-03T09:10:56Z","Positive","[CC] Genuine Praise","Iko sawa","2026-02-25T08:05:00.570652Z"
505.0,7595,2600,"1","@lilpuffamusic","Constructive Criticism","Hii ni ngori  fire ",0.4414779841899872,"2026-02-25T08:05:13.209343Z",15135,"Sheng",10.584,1,"offensive language","2026-02-03T09:08:48Z","Positive","[CC] Genuine Praise","Hii ni ngori 🔥","2026-02-25T08:05:13.209343Z"
506.0,7596,2601,"1","@lastbornunrully7567","Irony/Sarcasm","Idea ya 6gear face_with_tears_of_joy  face_with_tears_of_joy ",0.4551398158073425,"2026-02-25T08:05:38.871818Z",15136,"Mixed (Code-switching)",23.166,0,"neutral or positive","2026-02-03T09:02:49Z","Neutral","[Irony] Mock compliment","Idea ya 6gear😂😂","2026-02-25T08:05:38.871818Z"
507.0,7597,2602,"1","@clout_gangke","Offensive","SI mnipee ata likes mbili mbwa hizi",0.4625111520290375,"2026-02-25T08:07:23.480071Z",15137,"Mixed (Code-switching)",101.846,0,"neutral or positive","2026-02-03T09:02:48Z","Negative","[Offensive] Vulgar language (Matusi)","SI mnipee ata likes mbili mbwa hizi","2026-02-25T08:07:23.480071Z"
508.0,7598,2603,"1","@Joe-z3z2l","Constructive Criticism","Mboka doba for life na n low key  beaming_face_with_smiling_eyes  beaming_face_with_smiling_eyes ",0.4156530201435089,"2026-02-25T08:07:51.162919Z",15138,"Mixed (Code-switching)",23.783,3,"neutral or positive","2026-02-03T09:00:18Z","Positive","[CC] Supportive Speech","Mboka doba for life na n low key 😁😁","2026-02-25T08:07:51.162919Z"
509.0,7599,2604,"1","@jacos_777","Constructive Criticism","Mm nacheza highkey wakicheza lowkey grinning_face_with_sweat ",0.3362836241722107,"2026-02-25T08:08:37.692555Z",15139,"Mixed (Code-switching)",904.849,0,"neutral or positive","2026-02-03T08:45:05Z","Neutral","[CC] Performance-based","Mm nacheza highkey wakicheza lowkey😅","2026-02-25T08:23:00.130928Z"
510.0,7600,2605,"1","@RakimMadaga","Constructive Criticism","Generational Talent,,,,,,,top boi. East siku zote.",0.3980319797992706,"2026-02-25T08:23:26.088412Z",15140,"Mixed (Code-switching)",22.957,0,"offensive language","2026-02-03T08:27:57Z","Positive","[CC] Supportive Speech","Generational Talent,,,,,,,top boi. East siku zote.","2026-02-25T08:23:26.088412Z"
511.0,7601,2606,"1","@LuisMwendwa","Constructive Criticism","Mi ni dosi na nachoma Hadi nyogi  fire  fire  hundred_points  toxic",0.4015702605247497,"2026-02-25T08:25:16.073341Z",15141,"Sheng",106.792,1,"neutral or positive","2026-02-03T08:27:55Z","Neutral","[Other] General Others","Mi ni dosi na nachoma Hadi nyogi 🔥🔥💯 toxic","2026-02-25T08:25:16.073341Z"
512.0,7602,2607,"1","@NairobossMauwano","Constructive Criticism","Aloo noma dashing_away  fire  fire  fire ",0.3306207358837127,"2026-02-25T08:25:30.882931Z",15142,"Sheng",11.234,1,"offensive language","2026-02-03T08:04:41Z","Positive","[CC] Genuine Praise","Aloo noma💨🔥🔥🔥","2026-02-25T08:25:30.882931Z"
513.0,7603,2608,"1","@DaizyNyawira","Constructive Criticism","Man a bad man",0.4290213882923126,"2026-02-25T08:25:42.850014Z",15143,"Mixed (Code-switching)",9.259,0,"offensive language","2026-02-03T07:52:26Z","Positive","[CC] Genuine Praise","Man a bad man","2026-02-25T08:25:42.850014Z"
514.0,7604,2609,"1","@WilsonKangwana","Constructive Criticism"," musical_notes najitambua sihitaji hizo ma trophies fire  fire  musical_notes ",0.3770192861557007,"2026-02-25T08:26:00.578776Z",15144,"Mixed (Code-switching)",14.929,0,"neutral or positive","2026-02-03T07:51:07Z","Positive","[CC] Performance-based","🎶najitambua sihitaji hizo ma trophies🔥🔥🎶","2026-02-25T08:26:00.578776Z"
515.0,7605,2610,"1","@realshemayassin9629","Constructive Criticism","Toxic is here to stay  fire  fire ",0.5237990617752075,"2026-02-25T08:26:07.283214Z",15145,"English",4.325,0,"offensive language","2026-02-03T07:37:27Z","Positive","[CC] Supportive Speech","Toxic is here to stay 🔥🔥","2026-02-25T08:26:07.283214Z"
516.0,7606,2611,"1","@samsonokerosi6733","Constructive Criticism","421k views in 3 days  fire  fire  fire  fire ",0.2721789181232452,"2026-02-25T08:26:23.901957Z",15146,"English",14.24,0,"neutral or positive","2026-02-03T07:35:13Z","Positive","[CC] Genuine feedback","421k views in 3 days 🔥🔥🔥🔥","2026-02-25T08:26:23.901957Z"
517.0,7607,2612,"1","@ochiengkevin-s3t7u","Others","mbaya",0.3813090622425079,"2026-02-25T08:27:38.946131Z",15147,"Swahili",72.195,0,"offensive language","2026-02-03T07:23:26Z","Neutral","[Other] General Others","mbaya","2026-02-25T08:27:38.946131Z"
518.0,7608,2613,"1","@VictorGift-s3e","Constructive Criticism","Bonge la chorus collision  collision  collision ...man a bad nmezoea mikosi hundred_points ",0.5433392524719238,"2026-02-25T08:28:13.082951Z",15148,"Sheng",31.722,1,"offensive language","2026-02-03T07:19:33Z","Positive","[CC] Performance-based","Bonge la chorus💥💥💥...man a bad nmezoea mikosi💯","2026-02-25T08:28:13.082951Z"
519.0,7609,2614,"1","@Willyfx2025","Constructive Criticism","mbokadoba siku zote hundred_points ",0.3126762211322784,"2026-02-25T08:28:25.561375Z",15149,"Sheng",9.922,0,"neutral or positive","2026-02-03T07:09:03Z","Positive","[CC] Genuine Praise","mbokadoba siku zote💯","2026-02-25T08:28:25.561884Z"
520.0,7610,2615,"1","@justinikandu1238","Constructive Criticism"," fire ",0.3094655871391296,"2026-02-25T08:28:33.855753Z",15150,"Plain Emoji",6.035,0,"offensive language","2026-02-03T07:02:02Z","Positive","[CC] Supportive Speech","🔥","2026-02-25T08:28:33.855753Z"
521.0,7611,2616,"1","@DennisWambua-xq6ve","Others"," grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ",0.3388984799385071,"2026-02-25T08:29:18.671224Z",15151,"Plain Emoji",38.588,0,"offensive language","2026-02-03T06:48:15Z","Neutral","[Other] General Others","😅😅😅","2026-02-25T08:29:18.671224Z"
522.0,7612,2617,"1","@mbithijames1","Constructive Criticism","mnisa  fire ",0.3110514879226684,"2026-02-25T08:29:26.953667Z",15152,"Mixed (Code-switching)",5.89,1,"offensive language","2026-02-03T06:46:41Z","Positive","[CC] Genuine Praise","mnisa 🔥","2026-02-25T08:29:26.953667Z"
523.0,7613,2618,"1","@ferozkaranja2142","Others","Dosi nabado na choma adi nyongi sign_of_the_horns_medium-dark_skin_tone  raising_hands_medium-dark_skin_tone  cold_face  pushpin  hundred_points ",0.2845462262630462,"2026-02-25T08:32:46.228841Z",15153,"Sheng",196.789,0,"neutral or positive","2026-02-03T06:28:33Z","Neutral","[Other] General Others","Dosi nabado na choma adi nyongi🤘🏾🙌🏾🥶📌💯","2026-02-25T08:32:46.228841Z"
524.0,7614,2619,"1","@KevinMara-k1n","Constructive Criticism","Real badman",0.4450219571590423,"2026-02-25T08:32:55.532325Z",15154,"Mixed (Code-switching)",6.597,0,"offensive language","2026-02-03T06:27:41Z","Positive","[CC] Supportive Speech","Real badman","2026-02-25T08:32:55.532325Z"
525.0,7615,2620,"1","@KevinMara-k1n","Constructive Criticism","Badman mind tu de top",0.4414714872837066,"2026-02-25T08:33:05.384528Z",15155,"Mixed (Code-switching)",7.525,0,"offensive language","2026-02-03T06:21:52Z","Positive","[CC] Supportive Speech","Badman mind tu de top","2026-02-25T08:33:05.384528Z"
526.0,7616,2621,"1","@ochiengomwanda6952","Constructive Criticism","Acha niache hii hap kwa wale watakuwa wanaiskiza the year 3000,whueee",0.3364259302616119,"2026-02-25T08:33:29.492225Z",15156,"Mixed (Code-switching)",21.805,1,"irony","2026-02-03T06:08:16Z","Positive","[CC] Supportive Speech","Acha niache hii hap kwa wale watakuwa wanaiskiza the year 3000,whueee","2026-02-25T08:33:29.492225Z"
